"peiid","siteiid","ecositeid","ecositenm","ecositecorrdate","es_classifier","siteecositehistory.classifier","es_selection_method","upedonid","siteobsiid","usiteid","site_id","pedon_id","obsdate","obs_date","utmzone","utmeasting","utmnorthing","horizdatnm","longstddecimaldegrees","latstddecimaldegrees","gpspositionalerror","describer","descname","pedonpurpose","pedontype","pedlabsampnum","labdatadescflag","tsectstopnum","tsectinterval","utransectid","tsectkind","tsectselmeth","erocl","elev_field","slope_field","aspect_field","elev","slope","aspect","ecostatename","ecostateid","commphasename","commphaseid","plantassocnm","earthcovkind1","earthcovkind2","bedrckdepth","bedrckkind","bedrckhardness","pmgroupname","hillslopeprof","geomslopeseg","shapeacross","shapedown","slopecomplex","drainagecl","geomposhill","geomposmntn","geompostrce","geomposflats","swaterdepth","flodfreqcl","floddurcl","flodmonthbeg","pondfreqcl","ponddurcl","pondmonthbeg","climstaid","climstanm","climstatype","ffd","map","reannualprecip","airtempa","soiltempa","airtemps","soiltemps","airtempw","soiltempw","surface_fine_gravel","surface_gravel","surface_cobbles","surface_stones","surface_boulders","surface_channers","surface_flagstones","surface_parafine_gravel","surface_paragravel","surface_paracobbles","surface_parastones","surface_paraboulders","surface_parachanners","surface_paraflagstones","surface_unspecified","surface_total_frags_pct_nopf","surface_total_frags_pct","othervegid","othervegclass","site_state","site_county","site_mlra","slope_shape","surface_fgravel","classdate","classifier","classtype","taxonname","localphase","taxonkind","seriesstatus","taxclname","taxpartsize","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","soiltaxedition","osdtypelocflag","taxmoistcl","taxtempregime","taxfamother","taxreaction","taxfamhahatmatcl","psctopdepth","pscbotdepth","selection_method","ochric.epipedon","argillic.horizon","paralithic.materials","lithic.contact","paralithic.contact","abrupt.textural.change","duripan","cambic.horizon","andic.soil.properties","umbric.epipedon","aquic.conditions","slickensides","mollic.epipedon","mottles.with.chroma.2.or.less","calcic.horizon","anthropic.epipedon","kandic.horizon","densic.contact","densic.materials","lithologic.discontinuity","redox.depletions.with.chroma.2.or.less","redox.concentrations","reduced.matrix","histic.epipedon","albic.horizon","spodic.horizon","fibric.soil.materials","hemic.soil.materials","sapric.soil.materials","volcanic.glass","folistic.epipedon","strongly.contrasting.particle.size.class","episaturation","endosaturation","secondary.carbonates","human.transported.material","glossic.horizon","spodic.materials","albic.materials","landform_string","landscape_string","microfeature_string","geomicrorelief_string","pmkind","pmorigin"
"542121",550815,NA,NA,NA,NA,NA,NA,"09EJR006",539674,"09CA630EJR006","09CA630EJR006","09EJR006",2009-06-11,2009-06-11,10,722950.04,4201273,"NAD83",-120.4630508,37.9316635,NA,"Edd Russell","Edd Russell","full pedon description","map unit inclusion",NA,FALSE,NA,NA,NA,NA,NA,NA,399,12,325,399,12,325,NA,NA,NA,NA,"Chamise Chaparral","shrub cover","native shrubs",60,"metavolcanics","very strongly coherent","colluvium and/or residuum weathered from metavolcanics","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,NA,NA,"CA","CA109","18","linear / linear",0,2012-01-24 23:15:29.957,NA,"correlated","Gopheridge",NA,"taxon above family",NA,"Clayey-skeletal, mixed, superactive, thermic Ultic Haploxeralfs","clayey-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs",NA,FALSE,"xeric","thermic","not used",NA,NA,14,60,"most recent",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
"542125",550819,NA,NA,NA,NA,NA,NA,"09EJR011",539678,"09CA630EJR011","09CA630EJR011","09EJR011",2009-06-24,2009-06-24,10,722747.67,4201697.8,"NAD83",-120.465271,37.9355583,NA,"Edd Russell","Edd Russell","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,398,12,200,398,12,200,NA,NA,NA,NA,"Blue Oak Woodland","grass/herbaceous cover","rangeland, savanna",78,"metavolcanics","moderately coherent","colluvium and/or residuum weathered from metavolcanics","backslope",NA,"linear","concave","complex","well","nose slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","linear / concave",0,2017-03-15,"Julie Baker","correlated","Loafercreek",NA,"series","established","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,11,61,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
"542129",550823,NA,NA,NA,NA,NA,NA,"09EJR003",539682,"09CA630EJR003","09CA630EJR003","09EJR003",2009-06-09,2009-06-09,10,722892.37,4202330.95,"NAD83",-120.4636078,37.9411125,NA,"Edd Russell","Edd Russell","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,404,7,5,404,7,5,NA,NA,NA,NA,"Blue oak woodland","grass/herbaceous cover","rangeland, savanna",148,"metavolcanics","strongly coherent","colluvium and/or residuum weathered from metavolcanics","backslope",NA,"linear","linear",NA,"well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","linear / linear",0,2017-04-07,"Julie Baker","correlated","Motherlode",NA,"series","established","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,32,82,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
"542130",550824,NA,NA,NA,NA,NA,NA,"09EJR004",539683,"09CA630EJR004","09CA630EJR004","09EJR004",2009-06-10,2009-06-10,10,722609.16,4202548.04,"NAD83",-120.4666672,37.9433327,NA,"Edd Russell","Edd Russell","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,377,40,255,377,40,255,NA,NA,NA,NA,"Chaparral mixed","shrub cover","rangeland, shrubby",70,"metavolcanics","moderately coherent","colluvium and/or residuum weathered from metavolcanics","backslope",NA,"concave","linear","complex","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,NA,NA,"CA","CA109","18","concave / linear",0,2017-03-15,"Julie Baker","correlated","Loafercreek",NA,"series","established","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,13,54,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,"colluvium & residuum","NA & metavolcanics"
"542131",550825,NA,NA,NA,NA,NA,NA,"09EJR005",539684,"09CA630EJR005","09CA630EJR005","09EJR005",2009-06-10,2009-06-10,10,722449.42,4202655.45,"NAD83",-120.4683304,37.9441681,NA,"Edd Russell","Edd Russell","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,344,22,45,344,22,45,NA,NA,NA,NA,"Interior live oak chaparral","shrub cover","native shrubs",72,"metavolcanics","strongly coherent","colluvium and/or residuum weathered from metavolcanics","shoulder",NA,"convex","convex",NA,"well","nose slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","convex / convex",0,2018-01-18,NA,"correlated","Loafercreek",NA,"series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic","not used","not used",NA,6,56,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
"542153",550847,NA,NA,NA,NA,NA,NA,"2012CA6303021",539706,"2012CA6303021","2012CA6303021","2012CA6303021",2012-05-08,2012-05-08,10,697479.22,4241534.96,"NAD83",-120.7416306,38.3001862,NA,"Kristine Johnson","Kristine Johnson","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,293,56,285,293,56,285,NA,NA,NA,NA,NA,"tree cover","other tree cover",62,"metavolcanics","moderately coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA009","18","linear / linear",0,2018-01-18,"Julie Baker","correlated","Loafercreek",NA,"series","established","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic","not used","not used",NA,25,62,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,"colluvium & residuum","metavolcanics"
"542154",550848,"F018XI202CA","Deep Thermic Steep Hillslopes",2016-05-17,"David Evans","David Evans","least missing data","2012CA6303023N",539707,"2012CA6303023N","2012CA6303023N","2012CA6303023N",2012-05-17,2012-05-17,10,697682.57,4241989.54,"NAD83",-120.7391815,38.3042336,NA,"Kristine Johnson","Kristine Johnson","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,260,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,"tree cover","other tree cover",73,"metavolcanics","moderately coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics",NA,NA,"concave","linear","simple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA009","18","concave / linear",0,2012-12-03,"Kristine Johnson","field","Loafercreek",NA,"series","established","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","eleventh edition",FALSE,"xeric","thermic",NA,NA,NA,8,58,"single record",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,"colluvium & residuum","metavolcanics"
"620521",630315,NA,NA,NA,NA,NA,NA,"11DEB019",615074,"11CA630DEB019","11CA630DEB019","11DEB019",2011-05-03,2011-05-03,10,695414,4230749,"NAD83",-120.7683258,38.2036133,NA,"Dylan Beaudette","Dylan Beaudette","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,305,4,103,305,4,103,NA,NA,NA,NA,NA,NA,NA,68,"metavolcanics","strongly coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics","footslope",NA,"linear","linear","simple","moderately well","base slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA009","18","linear / linear",0,2017-04-19,"Julie Baker","correlated","Loafercreek",NA,"series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic","not used","not used",NA,2,52,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","foothills",NA,NA,"colluvium & residuum","metavolcanics"
"620522",630316,NA,NA,NA,NA,NA,NA,"11DEB052",615075,"11CA630DEB052","11CA630DEB052","11DEB052",2011-06-14,2011-06-14,10,696398,4233633,"NAD83",-120.7561111,38.2291679,NA,"Dylan Beaudette","Dylan Beaudette","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,360,5,235,360,5,235,NA,NA,NA,NA,NA,"tree cover","hardwoods",80,"metavolcanics","indurated","residuum weathered from metavolcanics","shoulder",NA,"convex","convex","simple","well",NA,NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,NA,NA,"CA","CA009","18","convex / convex",0,2012-02-09 17:49:23.883,NA,"correlated","Loafercreek",NA,"series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic","not used",NA,NA,3,53,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"saddle","foothills",NA,NA,"residuum","metavolcanics"
"620523",630317,NA,NA,NA,NA,NA,NA,"11DEB087",615076,"11CA630DEB087","11CA630DEB087","11DEB087",2011-09-20,2011-09-20,10,694815,4230691,"NAD83",-120.7749939,38.2030563,NA,"Dylan Beaudette","Dylan Beaudette","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,319,15,220,319,15,220,NA,NA,NA,NA,NA,NA,NA,57,"metavolcanics","strongly coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics","shoulder",NA,"convex","convex","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA009","18","convex / convex",0,2019-01-15,"Andrew Brown","correlated","Gopheridge",NA,"series","established","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic","not used","not used",NA,15,57,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","foothills",NA,NA,"colluvium & residuum","metavolcanics"
"625813",634107,NA,NA,NA,NA,NA,NA,"11CKS020",619266,"11CA630CKS020","11CA630CKS020","11CKS020",2011-04-28,2011-04-28,10,723298.53,4206468.54,"NAD83",-120.4574966,37.9783325,NA,"Chris Savastio","Chris Savastio","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,374,55,335,374,55,335,NA,NA,NA,NA,NA,NA,NA,91,"metavolcanics","moderately coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics","backslope",NA,"convex","linear","simple","well","nose slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,NA,NA,"CA","CA109","18","convex / linear",0,2018-01-18,NA,"correlated","Loafercreek",NA,"series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic","not used","not used",NA,14,64,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","foothills",NA,NA,"colluvium & residuum","metavolcanics"
"625815",634109,NA,NA,NA,NA,NA,NA,"11CKS022",619268,"11CA630CKS022","11CA630CKS022","11CKS022",2011-04-29,2011-04-29,10,723307.54,4206458.27,"NAD83",-120.4574966,37.9783325,NA,"Chris Savastio","Chris Savastio","full pedon description","not classified to current taxon name",NA,FALSE,NA,NA,NA,NA,NA,NA,374,65,340,374,65,340,NA,NA,NA,NA,NA,NA,NA,86,"metavolcanics","moderately coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","linear / linear",0,2012-01-23,NA,"correlated","Gopheridge","Mesic","taxadjunct",NA,"Loamy-skeletal, mixed, active, mesic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","mesic","not used","not used",NA,32,82,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","foothills",NA,NA,"colluvium & residuum","metavolcanics"
"625821",634115,"F018XI201CA","Moderately Deep Thermic Foothills",2016-05-17,"David Evans","David Evans","least missing data","11CKS028",619274,"11CA630CKS028","11CA630CKS028","11CKS028",2011-05-05,2011-05-05,10,723836.43,4200417.01,"NAD83",-120.453331,37.9238853,NA,"Chris Savastio","Chris Savastio","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,429,10,205,429,10,205,NA,NA,NA,NA,NA,"tree cover","hardwoods",72,"metavolcanics","moderately coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,"CA","CA109","18","linear / linear",0,2012-01-23 21:58:47.147,NA,"correlated","Loafercreek",NA,"series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic","not used",NA,NA,13,63,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","foothills",NA,NA,"colluvium & residuum","metavolcanics"
"625857",634156,"F018XI201CA","Moderately Deep Thermic Foothills",2016-05-17,"David Evans","David Evans","least missing data","11CKS069",619315,"11CA630CKS069","11CA630CKS069","11CKS069",2011-08-24,2011-08-24,10,691566.91,4235385.59,"NAD83",-120.8108368,38.2461128,NA,"Chris Savastio","Chris Savastio","full pedon description","within range of map unit",NA,FALSE,NA,NA,NA,NA,NA,NA,305,12,280,305,12,280,NA,NA,NA,NA,NA,"tree cover","hardwoods",NA,NA,NA,"colluvium derived from metavolcanics","backslope",NA,"convex","convex","simple","well","nose slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,8,8,NA,NA,"CA","CA009","18","convex / convex",0,2012-01-23 21:58:52.69,NA,"correlated","Gopheridge",NA,"series",NA,"Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic","not used","not used",NA,19,69,"most recent",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","foothills",NA,NA,"colluvium","metavolcanics"
"640603",646297,NA,NA,NA,NA,NA,NA,"11KWJ019",631656,"11CA630KWJ019","11CA630KWJ019","11KWJ019",2011-06-02,2011-06-02,10,700422.37,4222780.1,"NAD83",-120.7133331,38.1305542,NA,"Kristine Win Johnson","Kristine Win Johnson",NA,"classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,507,28,28,507,28,28,NA,NA,NA,NA,NA,NA,NA,81,"metavolcanics","moderately coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA009","18","linear / linear",0,2012-01-12 19:53:45.203,NA,"correlated","Gopheridge",NA,"series",NA,"Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic","not used","not used",NA,9,59,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","foothills",NA,NA,"colluvium & residuum","metavolcanics"
"640607",646301,"F018XI201CA","Moderately Deep Thermic Foothills",2016-05-17,"David Evans","David Evans","least missing data","11KWJ023",631660,"11CA630KWJ023","11CA630KWJ023","11KWJ023",2011-06-07,2011-06-07,10,706054.15,4222779.47,"NAD83",-120.6491623,38.1294441,NA,"Kristine Win Johnson","Kristine Win Johnson","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,318,22,48,318,22,48,NA,NA,NA,NA,NA,NA,NA,54,"metavolcanics","strongly coherent","colluvium derived from metavolcanics over residuum weathered from metavolcanics","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA009","18","linear / linear",0,2012-01-12 19:53:46.173,NA,"correlated","Loafercreek",NA,"series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic","not used","not used",NA,6,54,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","foothills",NA,NA,"colluvium & residuum","metavolcanics"
