"peiid","siteiid","ecositeid","ecositenm","ecositecorrdate","es_classifier","siteecositehistory.classifier","es_selection_method","upedonid","siteobsiid","usiteid","site_id","pedon_id","obsdate","obs_date","utmzone","utmeasting","utmnorthing","horizdatnm","longstddecimaldegrees","latstddecimaldegrees","gpspositionalerror","describer","descname","pedonpurpose","pedontype","pedlabsampnum","labdatadescflag","tsectstopnum","tsectinterval","utransectid","tsectkind","tsectselmeth","erocl","elev_field","slope_field","aspect_field","elev","slope","aspect","ecostatename","ecostateid","commphasename","commphaseid","plantassocnm","earthcovkind1","earthcovkind2","bedrckdepth","bedrckkind","bedrckhardness","pmgroupname","hillslopeprof","geomslopeseg","shapeacross","shapedown","slopecomplex","drainagecl","geomposhill","geomposmntn","geompostrce","geomposflats","swaterdepth","flodfreqcl","floddurcl","flodmonthbeg","pondfreqcl","ponddurcl","pondmonthbeg","climstaid","climstanm","climstatype","ffd","map","reannualprecip","airtempa","soiltempa","airtemps","soiltemps","airtempw","soiltempw","surface_fine_gravel","surface_gravel","surface_cobbles","surface_stones","surface_boulders","surface_channers","surface_flagstones","surface_parafine_gravel","surface_paragravel","surface_paracobbles","surface_parastones","surface_paraboulders","surface_parachanners","surface_paraflagstones","surface_unspecified","surface_total_frags_pct_nopf","surface_total_frags_pct","othervegid","othervegclass","site_state","site_county","site_mlra","slope_shape","surface_fgravel","classdate","classifier","classtype","taxonname","localphase","taxonkind","seriesstatus","taxclname","taxpartsize","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","soiltaxedition","osdtypelocflag","taxmoistcl","taxtempregime","taxfamother","taxreaction","taxfamhahatmatcl","psctopdepth","pscbotdepth","selection_method","ochric.epipedon","argillic.horizon","paralithic.materials","lithic.contact","paralithic.contact","abrupt.textural.change","duripan","cambic.horizon","andic.soil.properties","umbric.epipedon","aquic.conditions","slickensides","mollic.epipedon","mottles.with.chroma.2.or.less","calcic.horizon","anthropic.epipedon","kandic.horizon","densic.contact","densic.materials","lithologic.discontinuity","redox.depletions.with.chroma.2.or.less","redox.concentrations","reduced.matrix","histic.epipedon","albic.horizon","spodic.horizon","fibric.soil.materials","hemic.soil.materials","sapric.soil.materials","volcanic.glass","folistic.epipedon","strongly.contrasting.particle.size.class","episaturation","endosaturation","secondary.carbonates","human.transported.material","glossic.horizon","spodic.materials","albic.materials","landform_string","landscape_string","microfeature_string","geomicrorelief_string","pmkind","pmorigin"
"338045",337988,NA,NA,NA,NA,NA,NA,"07RJV138N",333606,"07CA630RJV138","07CA630RJV138","07RJV138N",2007-09-14,2007-09-14,10,736638.78,4181429.1,"NAD83",-120.3141708,37.7497215,NA,"Bob Vobora","Bob Vobora","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,502,6,160,502,6,160,NA,NA,NA,NA,"Interior Live Oak - Chapparal","tree cover","hardwoods",76,"metavolcanics","indurated","colluvium over Penon Blanco formation residuum weathered from metavolcanics","summit",NA,"convex","convex","complex","well","interfluve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","convex / convex",0,2017-03-15,"Julie Baker","correlated","Loafercreek",NA,"series","established","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,15,65,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"broad ridge","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
"338046",337989,NA,NA,NA,NA,NA,NA,"07RJV139",333607,"07CA630RJV139","07CA630RJV139","07RJV139",2007-08-16,2007-08-16,10,737556.74,4186558.57,"NAD83",-120.3019485,37.7955551,NA,"Bob Vobora","Bob Vobora","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,580,7,115,580,7,115,NA,NA,NA,NA,"Blue Oak Woodland","tree cover","hardwoods",NA,NA,NA,"colluvium over Penon Blanco formation residuum weathered from metavolcanics","summit",NA,"convex","linear","simple","well","interfluve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","convex / linear",0,2017-03-15,"Julie Baker","correlated","Loafercreek",NA,"series","established","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,15,65,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"broad ridge","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
"342445",346944,NA,NA,NA,NA,NA,NA,"S09CA009002",342199,"S2009CA630CKS001","S2009CA630CKS001","S09CA009002",2009-03-23,2009-03-23,10,713136.19,4200626.04,"NAD83",-120.5749969,37.9283333,NA,"Chris Savastio","Chris Savastio","laboratory sampling site","classifies to current taxon name, full description","09N0866",TRUE,NA,NA,NA,NA,NA,NA,1014,22,220,1014,22,220,NA,NA,NA,NA,"Blue Oak Woodland","tree cover","rangeland, grassland",110,"greenstone","indurated","colluvium over Gopher Ridge Formation residuum weathered from greenstone","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA009","18","linear / linear",0,2015-12-24,"Andrew Paolucci","correlated","Loafercreek",NA,"series","tentative","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,9,59,"most recent",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & greenstone"
"346008",346944,NA,NA,NA,NA,NA,NA,"S09CA009002",342199,"S2009CA630CKS001","S2009CA630CKS001","S09CA009002",2009-03-23,2009-03-23,10,713136.19,4200626.04,"NAD83",-120.5749969,37.9283333,NA,"Chris Savastio","Chris Savastio","full pedon description","taxadjunct to the series","09N0866",FALSE,NA,NA,NA,NA,NA,NA,1014,22,220,1014,22,220,NA,NA,NA,NA,"Blue Oak Woodland","tree cover","rangeland, grassland",110,"greenstone","indurated","colluvium over Gopher Ridge Formation residuum weathered from greenstone","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA009","18","linear / linear",0,2009-03-23,NA,"sampled as","Loafercreek",NA,NA,NA,"Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic","not used",NA,NA,9,59,"single record",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & greenstone"
"351685",352173,NA,NA,NA,NA,NA,NA,"07RJV100",347403,"07CA630RJV100","07CA630RJV100","07RJV100",2007-09-17,2007-09-17,10,731913.99,4180918.25,"NAD83",-120.3677826,37.7461128,NA,"Bob Vobora","Bob Vobora","full pedon description","map unit inclusion",NA,FALSE,NA,NA,NA,NA,NA,NA,326,22,350,326,22,350,NA,NA,NA,NA,"Blue Oak Woodland","tree cover","hardwoods",58,"metavolcanics","indurated","colluvium and/or residuum weathered from metavolcanics","shoulder",NA,"convex","convex","complex","well","interfluve",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,NA,NA,"CA","CA109","18","convex / convex",0,2017-03-15,"Julie Baker","correlated","Gopheridge",NA,"taxadjunct","tentative","Loamy-skeletal, mixed, superactive, thermic Typic Haploxerepts","loamy-skeletal","inceptisols","xerepts","haploxerepts","typic haploxerepts","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,25,58,"most recent",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra nevada foothills",NA,NA,"residuum & colluvium","metavolcanics & NA"
"351686",352174,"F018XI201CA","Moderately Deep Thermic Foothills",2016-05-04,"David Evans","David Evans","least missing data","07RJV101",347404,"07CA630RJV101","07CA630RJV101","07RJV101",2007-09-17,2007-09-17,10,732398.32,4180564.28,"NAD83",-120.3624954,37.7427788,NA,"Bob Vobora","Bob Vobora","full pedon description","not classified to current taxon name",NA,FALSE,NA,NA,NA,NA,NA,NA,338,31,80,338,31,80,NA,NA,NA,NA,"Interior Live Oak - Chapparal","tree cover","hardwoods",64,"metavolcanics","indurated","colluvium and/or residuum weathered from metavolcanics","backslope",NA,"convex","convex","complex","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,NA,NA,"CA","CA109","18","convex / convex",0,2016-01-19,"Andrew Paolucci","correlated","Gopheridge",NA,"taxadjunct","tentative","Loamy-skeletal, mixed, active, thermic Typic Haploxerepts","loamy-skeletal","inceptisols","xerepts","haploxerepts","typic haploxerepts","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,25,64,"most recent",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
"351687",352175,NA,NA,NA,NA,NA,NA,"07RJV102",347405,"07CA630RJV102","07CA630RJV102","07RJV102",2007-09-17,2007-09-17,10,732297.98,4181093.4,"NAD83",-120.3633347,37.7477798,NA,"Bob Vobora","Bob Vobora","full pedon description","map unit inclusion",NA,FALSE,NA,NA,NA,NA,NA,NA,352,67,10,352,67,10,NA,NA,NA,NA,"Chamise chaparral","shrub cover","native shrubs",89,"metavolcanics","indurated","colluvium and/or residuum weathered from metavolcanics","backslope",NA,"convex","convex","complex","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,6,6,NA,NA,"CA","CA109","18","convex / convex",0,2017-03-15,"Julie Baker","correlated","Gopheridge",NA,"taxadjunct","tentative","Loamy-skeletal, mixed, superactive, thermic Typic Haploxerepts","loamy-skeletal","inceptisols","xerepts","haploxerepts","typic haploxerepts","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,25,89,"most recent",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"residuum & colluvium","metavolcanics & NA"
"351688",352176,NA,NA,NA,NA,NA,NA,"07RJV103",347406,"07CA630RJV103","07CA630RJV103","07RJV103",2007-09-24,2007-09-24,10,731470.3,4177507.85,"NAD83",-120.3738937,37.7155571,NA,"Bob Vobora","Bob Vobora","full pedon description","not classified to current taxon name",NA,FALSE,NA,NA,NA,NA,NA,NA,331,49,175,331,49,175,NA,NA,NA,NA,"Interior Live Oak - Chapparal","tree cover","intermixed conifers and hardwoods",71,"metavolcanics","indurated","colluvium and/or residuum weathered from metavolcanics","backslope",NA,"convex","convex","complex","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,NA,NA,"CA","CA109","18","convex / convex",0,2017-03-15,"Julie Baker","correlated","Gopheridge",NA,"taxadjunct","tentative","Loamy-skeletal, mixed, superactive, thermic Typic Haploxerepts","loamy-skeletal","inceptisols","xerepts","haploxerepts","typic haploxerepts","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,25,71,"most recent",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
"351690",352178,NA,NA,NA,NA,NA,NA,"07RJV106",347408,"07CA630RJV106","07CA630RJV106","07RJV106",2007-09-27,2007-09-27,10,734251.45,4172717.11,"NAD83",-120.343895,37.6716652,NA,"Bob Vobora","Bob Vobora","full pedon description","map unit inclusion",NA,FALSE,NA,NA,NA,NA,NA,NA,348,41,5,348,41,5,NA,NA,NA,NA,"Blue oak woodland","tree cover","hardwoods",76,"metavolcanics","indurated","colluvium and/or residuum weathered from metavolcanics","backslope",NA,"convex","convex","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","convex / convex",0,2017-03-15,"Julie Baker","correlated","Gopheridge",NA,"series","tentative","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,25,63,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra nevada foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
"351692",352180,NA,NA,NA,NA,NA,NA,"07RJV108",347410,"07CA630RJV108","07CA630RJV108","07RJV108",2007-07-03,2007-07-03,10,741334.44,4181640.71,"NAD83",-120.2608337,37.7502785,NA,"Bob Vobora","Bob Vobora","full pedon description","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,691,32,0,691,32,0,NA,NA,NA,NA,"Chamis chaparral","shrub cover","native shrubs",97,"greenstone","indurated","colluvium and/or residuum weathered from greenstone","backslope",NA,"convex","convex","complex","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,12,12,NA,NA,"CA","CA109","18","convex / convex",0,2017-03-15,"Julie Baker","correlated","Gopheridge",NA,"taxadjunct","tentative","Clayey-skeletal, mixed, active, thermic Ultic Haploxeralfs","clayey-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,18,68,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"residuum & colluvium","greenstone & NA"
"351694",352182,NA,NA,NA,NA,NA,NA,"07RJV113",347412,"07CA630RJV113","07CA630RJV113","07RJV113",2007-09-06,2007-09-06,10,733833.01,4183955.61,"NAD83",-120.3450012,37.773056,NA,"Bob Vobora","Bob Vobora","full pedon description","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,268,18,160,268,18,160,NA,NA,NA,NA,"Grassland","grass/herbaceous cover","rangeland, shrubby",61,"metavolcanics","indurated","colluvium and/or residuum weathered from metavolcanics","shoulder",NA,"convex","convex","complex","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,8,8,NA,NA,"CA","CA109","18","convex / convex",0,2017-03-15,"Julie Baker","correlated","Gopheridge",NA,"series","tentative","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,13,61,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
"351695",352183,NA,NA,NA,NA,NA,NA,"07RJV114",347413,"07CA630RJV114","07CA630RJV114","07RJV114",2007-09-06,2007-09-06,10,733855.98,4184563.64,"NAD83",-120.3447266,37.7786102,NA,"Bob Vobora","Bob Vobora","soil survey inventory","taxadjunct to the series",NA,FALSE,NA,NA,NA,NA,NA,NA,371,7,40,371,7,40,NA,NA,NA,NA,"Interior Live Oak - Chapparal","grass/herbaceous cover","rangeland, shrubby",66,"metavolcanics","indurated","colluvium and/or residuum weathered from metavolcanics","shoulder",NA,"convex","convex","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,6,6,NA,NA,"CA","CA109","18","convex / convex",0,2019-01-15,"Andrew Brown","correlated","Loafercreek",NA,"taxadjunct","established","Fine-loamy, mixed, superactive, thermic Typic Haploxerepts","fine-loamy","inceptisols","xerepts","haploxerepts","typic haploxerepts","twelfth edition",FALSE,"xeric","thermic","not used","not used",NA,25,66,"most recent",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
"351696",352184,NA,NA,NA,NA,NA,NA,"07RJV116",347414,"07CA630RJV116","07CA630RJV116","07RJV116",2007-09-13,2007-09-13,10,735650.63,4182545.52,"NAD83",-120.3249969,37.7599983,NA,"Bob Vobora","Bob Vobora","full pedon description","representative pedon for component",NA,FALSE,NA,NA,NA,NA,NA,NA,402,5,20,402,5,20,NA,NA,NA,NA,"Blue Oak Woodland-Grassland","grass/herbaceous cover","rangeland, savanna",66,"metavolcanics","indurated","residuum weathered from mafic metavolcanics","summit",NA,"convex","convex","simple","well","interfluve",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,4,NA,NA,"CA","CA109","18","convex / convex",0,2017-03-15,"Julie Baker","correlated","Gopheridge",NA,"series","tentative","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,15,65,"most recent",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","foothills",NA,NA,"residuum","metavolcanics"
"351697",352185,NA,NA,NA,NA,NA,NA,"07RJV117",347415,"07CA630RJV117","07CA630RJV117","07RJV117",2007-08-13,2007-08-13,10,736783.26,4186181.61,"NAD83",-120.3108368,37.7922211,NA,"Bob Vobora","Bob Vobora","full pedon description","taxadjunct to the series",NA,FALSE,NA,NA,NA,NA,NA,NA,585,19,135,585,19,135,NA,NA,NA,NA,"Blue Oak Woodland-Grassland","grass/herbaceous cover","rangeland, savanna",91,"metavolcanics","indurated","colluvium over residuum weathered from mafic metavolcanics","backslope",NA,"convex","convex",NA,"well",NA,NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,NA,NA,"CA","CA109","18","convex / convex",0,2017-03-15,"Julie Baker","correlated","Gopheridge",NA,"series","tentative","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,28,78,"most recent",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
"351698",352186,NA,NA,NA,NA,NA,NA,"07RJV118",347416,"07CA630RJV118","07CA630RJV118","07RJV118",2007-08-16,2007-08-16,10,736804.6,4186665.46,"NAD83",-120.3105621,37.7966652,NA,"Bob Vobora","Bob Vobora","full pedon description","taxadjunct to the series",NA,FALSE,NA,NA,NA,NA,NA,NA,733,4,335,733,4,335,NA,NA,NA,NA,"Blue Oak Woodland-Grassland","grass/herbaceous cover","rangeland, savanna",63,"metavolcanics","indurated","residuum weathered from mafic metavolcanics","summit",NA,"linear","convex","simple","well","interfluve",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,NA,NA,"CA","CA109","18","linear / convex",0,2018-05-31,"Julie Baker","correlated","Gopheridge",NA,"series","tentative","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic","not used","not used",NA,12,43,"most recent",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","foothills",NA,NA,"residuum","metavolcanics"
"351700",352188,NA,NA,NA,NA,NA,NA,"07RJV121",347418,"07CA630RJV121","07CA630RJV121","07RJV121",2007-07-11,2007-07-11,10,739740.1,4181200.99,"NAD83",-120.2788849,37.746666,NA,"Bob Vobora","Bob Vobora","soil survey inventory","taxadjunct to the series",NA,FALSE,NA,NA,NA,NA,NA,NA,766,38,45,766,38,45,NA,NA,NA,NA,"Interior Live Oak - Chapparal","shrub cover","native shrubs",92,"metavolcanics","indurated",NA,"backslope",NA,"convex","convex","complex","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,25,0,0,0,0,0,0,0,0,0,0,0,35,35,NA,NA,"CA","CA109","18","convex / convex",0,2020-04-28,"Andrew Brown","correlated","Argonaut",NA,"taxadjunct","established","Fine, mixed, superactive, thermic Ultic Haploxeralfs","fine","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,13,63,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
