"phiid","peiid","pedon_id","hzname","dspcomplayerid","hzdept","hzdepb","bounddistinct","boundtopo","claytotest","silttotest","sandtotest","clay","silt","sand","fragvoltot","texture","texcl","lieutex","phfield","effclass","labsampnum","rupresblkdry","rupresblkmst","rupresblkcem","stickiness","plasticity","ksatpedon","texture_class","hzID","d_hue","d_value","d_chroma","dry_soil_color","d_r","d_g","d_b","d_sigma","m_hue","m_value","m_chroma","moist_soil_color","m_r","m_g","m_b","m_sigma","soil_color","fine_gravel","gravel","cobbles","stones","boulders","channers","flagstones","parafine_gravel","paragravel","paracobbles","parastones","paraboulders","parachanners","paraflagstones","unspecified","total_frags_pct_nopf","total_frags_pct","art_fgr","art_gr","art_cb","art_st","art_by","art_ch","art_fl","art_unspecified","total_art_pct","huartvol_cohesive","huartvol_penetrable","huartvol_innocuous","huartvol_persistent"
"1516553","338042","07RJV135","BAt","A",5,13,"clear","smooth",20,NA,30,20,50,30,5,"L","l",NA,NA,NA,NA,"hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6917","7.5YR",6,4,"#B28E6EFF",0.698039215686274,0.556862745098039,0.431372549019608,NA,"7.5YR",4,4,"#7D593AFF",0.490196078431373,0.349019607843137,0.227450980392157,NA,"#7D593AFF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516554","338042","07RJV135","Bt1","Bt1",13,30,"clear","wavy",25,NA,30,25,45,30,5,"L","l",NA,NA,NA,NA,"hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6918","7.5YR",5,4,"#977354FF",0.592156862745098,0.450980392156863,0.329411764705882,NA,"5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"#89542FFF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516555","338042","07RJV135","Bt2","Bt2",30,48,"clear","wavy",25,NA,30,25,45,30,10,"L","l",NA,NA,NA,NA,"hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6919","7.5YR",5,4,"#977354FF",0.592156862745098,0.450980392156863,0.329411764705882,NA,"7.5YR",4,6,"#855628FF",0.52156862745098,0.337254901960784,0.156862745098039,NA,"#855628FF",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516556","338042","07RJV135","Bt3","Bt2",48,58,"abrupt","wavy",25,NA,40,25,35,40,40,"GRV-L","l",NA,NA,NA,NA,"hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6920","7.5YR",5,4,"#977354FF",0.592156862745098,0.450980392156863,0.329411764705882,NA,"7.5YR",4,6,"#855628FF",0.52156862745098,0.337254901960784,0.156862745098039,NA,"#855628FF",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516557","338042","07RJV135","C","Cr",58,69,"abrupt","wavy",NA,NA,NA,NA,NA,NA,95,"GRX-GR",NA,"gr",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gr","6921","7.5YR",5,4,"#977354FF",0.592156862745098,0.450980392156863,0.329411764705882,NA,"7.5YR",4,4,"#7D593AFF",0.490196078431373,0.349019607843137,0.227450980392157,NA,"#7D593AFF",0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516558","338042","07RJV135","R","R",69,201,NA,NA,NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,"br","6922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516559","338043","07RJV136","A","A",0,5,"clear","smooth",15,NA,35,15,50,35,5,"L","l",NA,NA,NA,NA,"hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6923","5YR",5,4,"#997259FF",0.6,0.447058823529412,0.349019607843137,NA,"5YR",4,4,"#7F583FFF",0.498039215686275,0.345098039215686,0.247058823529412,NA,"#7F583FFF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516560","338043","07RJV136","BA","A",5,12,"clear","smooth",15,NA,35,15,50,35,5,"L","l",NA,NA,NA,NA,"hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6924","5YR",6,4,"#B48C72FF",0.705882352941177,0.549019607843137,0.447058823529412,NA,"2.5YR",4,4,"#815645FF",0.505882352941176,0.337254901960784,0.270588235294118,NA,"#815645FF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516561","338043","07RJV136","Bt1","Bt",12,23,"clear","wavy",22,NA,35,22,43,35,5,"L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6925","5YR",6,4,"#B48C72FF",0.705882352941177,0.549019607843137,0.447058823529412,NA,"2.5YR",5,6,"#A96B4FFF",0.662745098039216,0.419607843137255,0.309803921568627,NA,"#A96B4FFF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516562","338043","07RJV136","Bt2","Bt",23,33,"clear","wavy",25,NA,30,25,45,30,5,"L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6926","5YR",6,4,"#B48C72FF",0.705882352941177,0.549019607843137,0.447058823529412,NA,"7.5YR",5,4,"#977354FF",0.592156862745098,0.450980392156863,0.329411764705882,NA,"#977354FF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516563","338043","07RJV136","Bt3","Bt",33,46,"clear","wavy",32,NA,25,32,43,25,5,"CL","cl",NA,NA,NA,NA,"hard","firm",NA,"moderately sticky","moderately plastic",NA,"cl","6927","5YR",5,4,"#997259FF",0.6,0.447058823529412,0.349019607843137,NA,"2.5YR",5,4,"#9B715EFF",0.607843137254902,0.443137254901961,0.368627450980392,NA,"#9B715EFF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516564","338043","07RJV136","Bt4","Bt",46,58,"abrupt","wavy",34,NA,25,34,41,25,5,"CL","cl",NA,NA,NA,NA,"hard","firm",NA,"moderately sticky","moderately plastic",NA,"cl","6928","5YR",5,4,"#997259FF",0.6,0.447058823529412,0.349019607843137,NA,"2.5YR",5,4,"#9B715EFF",0.607843137254902,0.443137254901961,0.368627450980392,NA,"#9B715EFF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516565","338043","07RJV136","R","R",58,201,NA,NA,NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,"br","6929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516566","338044","07RJV137","A","A",0,5,"clear","smooth",16,NA,35,16,49,35,5,"L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6930","7.5YR",5,4,"#977354FF",0.592156862745098,0.450980392156863,0.329411764705882,NA,"7.5YR",3,4,"#604026FF",0.376470588235294,0.250980392156863,0.149019607843137,NA,"#604026FF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516567","338044","07RJV137","BA","A",5,15,"clear","wavy",18,NA,40,18,42,40,5,"L","l",NA,NA,NA,NA,"hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6931","7.5YR",6,3,"#AC8F77FF",0.674509803921569,0.56078431372549,0.466666666666667,NA,"7.5YR",4,3,"#775B44FF",0.466666666666667,0.356862745098039,0.266666666666667,NA,"#775B44FF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516568","338044","07RJV137","Bt1","Bt",15,25,"clear","wavy",22,NA,40,22,38,40,10,"L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6932","7.5YR",6,4,"#B28E6EFF",0.698039215686274,0.556862745098039,0.431372549019608,NA,"5YR",4,4,"#7F583FFF",0.498039215686275,0.345098039215686,0.247058823529412,NA,"#7F583FFF",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516569","338044","07RJV137","Bt2","Bt",25,38,"clear","wavy",22,NA,40,22,38,40,25,"GR-L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6933","7.5YR",6,4,"#B28E6EFF",0.698039215686274,0.556862745098039,0.431372549019608,NA,"5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"#89542FFF",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516570","338044","07RJV137","Bt3","Bt",38,51,"clear","wavy",25,NA,40,25,35,40,30,"GR-L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6934","7.5YR",5,4,"#977354FF",0.592156862745098,0.450980392156863,0.329411764705882,NA,"5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"#89542FFF",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516571","338044","07RJV137","BCt","BCt",51,58,"abrupt","wavy",25,NA,40,25,35,40,50,"GRV-L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6935","7.5YR",5,4,"#977354FF",0.592156862745098,0.450980392156863,0.329411764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516572","338044","07RJV137","R","R",58,201,NA,NA,NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,"br","6936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516573","338045","07RJV138N","A","A",0,5,"clear","wavy",16,NA,25,16,59,25,5,NA,NA,NA,NA,NA,NA,"slightly hard",NA,NA,NA,NA,NA,NA,"6937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516574","338045","07RJV138N","BA","A",5,15,"clear","wavy",18,NA,25,18,57,25,5,NA,NA,NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,"6938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516575","338045","07RJV138N","Bt1","Bt",15,25,"clear","wavy",20,NA,25,20,55,25,5,"L","l",NA,NA,NA,NA,"slightly hard",NA,NA,NA,NA,NA,"l","6939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516576","338045","07RJV138N","Bt2","Bt",25,53,"clear","wavy",22,NA,30,22,48,30,5,"L","l",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,"l","6940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516577","338045","07RJV138N","Bt3","Bt",53,69,NA,NA,25,NA,30,25,45,30,5,"L","l",NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,"l","6941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516578","338045","07RJV138N","BC","BCt",69,76,NA,NA,20,NA,30,20,50,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516579","338045","07RJV138N","R","R",76,210,NA,NA,NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,"br","6943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516581","338046","07RJV139","A","A",0,5,"clear","smooth",13,NA,30,13,57,30,5,"SIL","sil",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"sil","6944","10YR",6,3,"#A99173FF",0.662745098039216,0.568627450980392,0.450980392156863,NA,"10YR",4,3,"#745C41FF",0.454901960784314,0.36078431372549,0.254901960784314,NA,"#745C41FF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516582","338046","07RJV139","BA","A",5,15,"clear","wavy",15,NA,30,15,55,30,5,"SIL","sil",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"sil","6945","10YR",6,3,"#A99173FF",0.662745098039216,0.568627450980392,0.450980392156863,NA,"10YR",4,4,"#795B36FF",0.474509803921569,0.356862745098039,0.211764705882353,NA,"#795B36FF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516583","338046","07RJV139","Bt1","Bt",15,25,"clear","wavy",20,NA,35,20,45,35,10,"L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6946","10YR",6,4,"#AE9068FF",0.682352941176471,0.564705882352941,0.407843137254902,NA,"10YR",4,6,"#805921FF",0.501960784313725,0.349019607843137,0.129411764705882,NA,"#805921FF",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516584","338046","07RJV139","Bt2","Bt",25,41,"clear","wavy",20,NA,35,20,45,35,45,"CBV-L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6947","10YR",6,4,"#AE9068FF",0.682352941176471,0.564705882352941,0.407843137254902,NA,"10YR",5,6,"#9C7337FF",0.611764705882353,0.450980392156863,0.215686274509804,NA,"#9C7337FF",0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516585","338046","07RJV139","Bt3","Bt",41,58,"clear","wavy",30,NA,35,30,35,35,20,"GR-CL","cl",NA,NA,NA,NA,"hard","friable",NA,"slightly sticky","slightly plastic",NA,"cl","6948","10YR",6,4,"#AE9068FF",0.682352941176471,0.564705882352941,0.407843137254902,NA,"10YR",5,6,"#9C7337FF",0.611764705882353,0.450980392156863,0.215686274509804,NA,"#9C7337FF",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516580","338046","07RJV139","Bt4","Bt",58,71,"abrupt","wavy",25,NA,35,25,40,35,21,"GR-L","l",NA,NA,NA,NA,"hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6949","10YR",6,4,"#AE9068FF",0.682352941176471,0.564705882352941,0.407843137254902,NA,"10YR",5,6,"#9C7337FF",0.611764705882353,0.450980392156863,0.215686274509804,NA,"#9C7337FF",0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516586","338046","07RJV139","C","Cr",71,81,"abrupt","wavy",25,NA,35,25,40,35,95,"PGRX-PG",NA,"pg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pg","6950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,65,30,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516587","338046","07RJV139","R","R",81,201,NA,NA,NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,"br","6951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1535056","342445","S09CA009002","A","A",0,9,"abrupt","wavy",14,51,35,14,51,35,2,"SIL","sil",NA,6.5,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"sil","6957","7.5YR",3,4,"#604026FF",0.376470588235294,0.250980392156863,0.149019607843137,NA,"7.5YR",3,3,"#5B422EFF",0.356862745098039,0.258823529411765,0.180392156862745,NA,"#5B422EFF",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1535057","342445","S09CA009002","Bt1","Bt1",9,27,"clear","smooth",18.5,47.4000015258789,34.0999984741211,18.5,47.4000015258789,34.0999984741211,6,"SIL","sil",NA,6.30000019073486,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"sil","6958","7.5YR",4,6,"#855628FF",0.52156862745098,0.337254901960784,0.156862745098039,NA,"5YR",4,3,"#795A48FF",0.474509803921569,0.352941176470588,0.282352941176471,NA,"#795A48FF",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"1535058","342445","S09CA009002","Bt2","Bt2",27,45,"clear","wavy",21.3999996185303,46.4000015258789,32.2000007629395,21.3999996185303,46.4000015258789,32.2000007629395,45,"CBV-L","l",NA,6.40000009536743,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","6959","7.5YR",4,6,"#855628FF",0.52156862745098,0.337254901960784,0.156862745098039,NA,"5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"#89542FFF",0,15,15,0,0,5,0,0,5,5,0,0,0,0,0,35,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"1535059","342445","S09CA009002","Bt3","Bt2",45,74,"clear","wavy",23.3999996185303,44.7000007629395,31.8999996185303,23.3999996185303,44.7000007629395,31.8999996185303,38,"PGRV-CL","cl",NA,6.5,NA,NA,"slightly hard","friable",NA,"moderately sticky","moderately plastic",NA,"cl","6960","7.5YR",4,6,"#855628FF",0.52156862745098,0.337254901960784,0.156862745098039,NA,"5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"#89542FFF",0,6,0,0,0,0,0,0,32,0,0,0,0,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"1535060","342445","S09CA009002","BCt","BCt",74,97,"abrupt","irregular",26,41,33,26,41,33,65,"PGRX-L","l",NA,6.30000019073486,NA,NA,"slightly hard","friable",NA,"moderately sticky","moderately plastic",NA,"l","6961","7.5YR",5,4,"#977354FF",0.592156862745098,0.450980392156863,0.329411764705882,NA,"7.5YR",5,4,"#977354FF",0.592156862745098,0.450980392156863,0.329411764705882,NA,"#977354FF",0,10,0,0,0,5,0,0,50,0,0,0,0,0,0,15,65,0,0,0,0,0,0,0,0,0,0,0,0,0
"1535061","342445","S09CA009002","Cr","Cr",97,110,NA,NA,NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,"br","6962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1535062","342445","S09CA009002","R","R",110,200,NA,NA,NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,"br","6963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1546920","346008","S09CA009002","A",NA,0,9,"abrupt","wavy",14,NA,35,14,51,35,2,"SIL","sil",NA,6.5,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"sil","7009","7.5YR",3,4,"#604026FF",0.376470588235294,0.250980392156863,0.149019607843137,NA,"7.5YR",3,3,"#5B422EFF",0.356862745098039,0.258823529411765,0.180392156862745,NA,"#5B422EFF",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1546921","346008","S09CA009002","Bt1",NA,9,27,"clear","smooth",18,NA,28,18,54,28,6,"SIL","sil",NA,6.30000019073486,NA,"09N03063","slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"sil","7010","7.5YR",4,6,"#855628FF",0.52156862745098,0.337254901960784,0.156862745098039,NA,"5YR",4,3,"#795A48FF",0.474509803921569,0.352941176470588,0.282352941176471,NA,"#795A48FF",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"1546922","346008","S09CA009002","Bt2",NA,27,45,"clear","wavy",22,NA,32,22,46,32,45,"CBV-L","l",NA,6.40000009536743,NA,"09N03064","slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","7011","7.5YR",4,6,"#855628FF",0.52156862745098,0.337254901960784,0.156862745098039,NA,"5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"#89542FFF",0,15,15,0,0,5,0,0,5,5,0,0,0,0,0,35,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"1546923","346008","S09CA009002","Bt3",NA,45,74,"clear","wavy",29,NA,32,29,39,32,38,"PGRV-CL","cl",NA,6.5,NA,"09N03065","slightly hard","friable",NA,"moderately sticky","moderately plastic",NA,"cl","7012","7.5YR",4,6,"#855628FF",0.52156862745098,0.337254901960784,0.156862745098039,NA,"5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"#89542FFF",0,6,0,0,0,0,0,0,32,0,0,0,0,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"1546924","346008","S09CA009002","BCt",NA,74,97,"abrupt","irregular",26,NA,33,26,41,33,65,"PGRX-L","l",NA,6.30000019073486,NA,NA,"slightly hard","friable",NA,"moderately sticky","moderately plastic",NA,"l","7013","7.5YR",5,4,"#977354FF",0.592156862745098,0.450980392156863,0.329411764705882,NA,"7.5YR",5,4,"#977354FF",0.592156862745098,0.450980392156863,0.329411764705882,NA,"#977354FF",0,10,0,0,0,5,0,0,50,0,0,0,0,0,0,15,65,0,0,0,0,0,0,0,0,0,0,0,0,0
"1546925","346008","S09CA009002","Cr",NA,97,110,NA,NA,NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,"br","7014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1546926","346008","S09CA009002","R",NA,110,150,NA,NA,NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,"br","7015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1567471","351685","07RJV100","A1","A",0,10,"clear","smooth",20,NA,45,20,35,45,20,"GR-L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","7484","10YR",5,2,"#887865FF",0.533333333333333,0.470588235294118,0.396078431372549,NA,"10YR",3,2,"#544535FF",0.329411764705882,0.270588235294118,0.207843137254902,NA,"#544535FF",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"1567472","351685","07RJV100","A2","A",10,18,"clear","wavy",20,NA,45,20,35,45,40,"GRV-L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","7485","10YR",5,3,"#8E775AFF",0.556862745098039,0.466666666666667,0.352941176470588,NA,"10YR",3,3,"#58432CFF",0.345098039215686,0.262745098039216,0.172549019607843,NA,"#58432CFF",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"1567473","351685","07RJV100","A3","A",18,28,"clear","wavy",20,NA,45,20,35,45,10,"L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","7486","10YR",5,3,"#8E775AFF",0.556862745098039,0.466666666666667,0.352941176470588,NA,"10YR",3,3,"#58432CFF",0.345098039215686,0.262745098039216,0.172549019607843,NA,"#58432CFF",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"1567474","351685","07RJV100","Bw1","Bt",28,43,"clear","wavy",20,NA,45,20,35,45,80,"GRX-L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","7487","10YR",5,3,"#8E775AFF",0.556862745098039,0.466666666666667,0.352941176470588,NA,"10YR",4,3,"#745C41FF",0.454901960784314,0.36078431372549,0.254901960784314,NA,"#745C41FF",0,75,5,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0
"1567475","351685","07RJV100","Bw2","Bt",43,51,"clear","wavy",20,NA,45,20,35,45,20,"GR-L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","7488","10YR",5,4,"#93754FFF",0.576470588235294,0.458823529411765,0.309803921568627,NA,"10YR",4,4,"#795B36FF",0.474509803921569,0.356862745098039,0.211764705882353,NA,"#795B36FF",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
