"phiid","peiid","pedon_id","hzname","dspcomplayerid","hzdept","hzdepb","bounddistinct","boundtopo","claytotest","silttotest","sandtotest","clay","silt","sand","fragvoltot","texture","texcl","lieutex","phfield","effclass","labsampnum","rupresblkdry","rupresblkmst","rupresblkcem","stickiness","plasticity","ksatpedon","texture_class","hzID","d_hue","d_value","d_chroma","dry_soil_color","d_r","d_g","d_b","d_sigma","m_hue","m_value","m_chroma","moist_soil_color","m_r","m_g","m_b","m_sigma","soil_color","fine_gravel","gravel","cobbles","stones","boulders","channers","flagstones","parafine_gravel","paragravel","paracobbles","parastones","paraboulders","parachanners","paraflagstones","unspecified","total_frags_pct_nopf","total_frags_pct","art_fgr","art_gr","art_cb","art_st","art_by","art_ch","art_fl","art_unspecified","total_art_pct","huartvol_cohesive","huartvol_penetrable","huartvol_innocuous","huartvol_persistent"
"5339946","1137354","08DWB028","A","A",0,8,"abrupt","smooth",15,NA,NA,15,NA,NA,10,"L","l",NA,NA,NA,NA,"soft","very friable",NA,"nonsticky","nonplastic",NA,"l","1642","7.5YR",6,3,"#AC8F77FF",0.674509803921569,0.56078431372549,0.466666666666667,NA,"7.5YR",4,3,"#775B44FF",0.466666666666667,0.356862745098039,0.266666666666667,NA,"#775B44FF",10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"5339947","1137354","08DWB028","BA","A",8,18,"abrupt","smooth",17,NA,NA,17,NA,NA,10,"L","l",NA,NA,NA,NA,"soft","very friable",NA,"nonsticky","nonplastic",NA,"l","1643","7.5YR",5,4,"#977354FF",0.592156862745098,0.450980392156863,0.329411764705882,NA,"7.5YR",4,3,"#775B44FF",0.466666666666667,0.356862745098039,0.266666666666667,NA,"#775B44FF",10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"5339948","1137354","08DWB028","Bt1","Bt1",18,28,"abrupt","smooth",20,NA,NA,20,NA,NA,40,"GRV-L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"nonsticky","nonplastic",NA,"l","1644","7.5YR",6,4,"#B28E6EFF",0.698039215686274,0.556862745098039,0.431372549019608,NA,"7.5YR",4,3,"#775B44FF",0.466666666666667,0.356862745098039,0.266666666666667,NA,"#775B44FF",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"5339949","1137354","08DWB028","Bt2","Bt2",28,43,"clear","smooth",23,NA,NA,23,NA,NA,50,"GRV-L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"nonsticky","slightly plastic",NA,"l","1645","7.5YR",6,4,"#B28E6EFF",0.698039215686274,0.556862745098039,0.431372549019608,NA,"7.5YR",4,4,"#7D593AFF",0.490196078431373,0.349019607843137,0.227450980392157,NA,"#7D593AFF",0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"5339950","1137354","08DWB028","Bt3","Bt2",43,60,"clear","wavy",26,NA,NA,26,NA,NA,55,"GRV-L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"nonsticky","slightly plastic",NA,"l","1646","10YR",7,3,"#C4AC8CFF",0.768627450980392,0.674509803921569,0.549019607843137,NA,"7.5YR",5,4,"#977354FF",0.592156862745098,0.450980392156863,0.329411764705882,NA,"#977354FF",0,45,10,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0
"5339951","1137354","08DWB028","R","R",60,150,NA,NA,NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,"strongly coherent",NA,NA,NA,"br","1647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5444304","1147151","07RJV098","A","A",0,2,"clear","smooth",12,NA,35,12,53,35,5,"SIL","sil",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"sil","2179","10YR",6,3,"#A99173FF",0.662745098039216,0.568627450980392,0.450980392156863,NA,"10YR",4,3,"#745C41FF",0.454901960784314,0.36078431372549,0.254901960784314,NA,"#745C41FF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"5444305","1147151","07RJV098","BA","BA",2,10,"clear","wavy",14,NA,40,14,46,40,21,"GR-L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","2180","7.5YR",6,4,"#B28E6EFF",0.698039215686274,0.556862745098039,0.431372549019608,NA,"7.5YR",4,4,"#7D593AFF",0.490196078431373,0.349019607843137,0.227450980392157,NA,"#7D593AFF",0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"5444306","1147151","07RJV098","Bt1","Bt",10,23,"clear","wavy",20,NA,40,20,40,40,55,"GRV-L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","2181","7.5YR",6,4,"#B28E6EFF",0.698039215686274,0.556862745098039,0.431372549019608,NA,"7.5YR",5,6,"#A2703FFF",0.635294117647059,0.43921568627451,0.247058823529412,NA,"#A2703FFF",0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0
"5444307","1147151","07RJV098","Bt2","Bt",23,41,"abrupt","wavy",20,NA,40,20,40,40,80,"GRX-L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","2182","7.5YR",6,4,"#B28E6EFF",0.698039215686274,0.556862745098039,0.431372549019608,NA,"7.5YR",5,6,"#A2703FFF",0.635294117647059,0.43921568627451,0.247058823529412,NA,"#A2703FFF",0,75,5,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0
"5444308","1147151","07RJV098","Cr","Cr",41,63,"abrupt","wavy",NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,"br","2183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5444309","1147151","07RJV098","R","R",63,200,NA,NA,NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,"br","2184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5444421","1147190","07RJV099","A",NA,0,8,"clear","smooth",15,NA,40,15,45,40,5,"L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","2287","7.5YR",5,3,"#91755EFF",0.568627450980392,0.458823529411765,0.368627450980392,NA,"7.5YR",3,3,"#5B422EFF",0.356862745098039,0.258823529411765,0.180392156862745,NA,"#5B422EFF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"5444422","1147190","07RJV099","BA",NA,8,13,"clear","wavy",18,NA,40,18,42,40,5,"L","l",NA,NA,NA,NA,"hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","2288","7.5YR",6,3,"#AC8F77FF",0.674509803921569,0.56078431372549,0.466666666666667,NA,"7.5YR",4,3,"#775B44FF",0.466666666666667,0.356862745098039,0.266666666666667,NA,"#775B44FF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"5444423","1147190","07RJV099","Bt1",NA,13,20,"clear","wavy",20,NA,40,20,40,40,5,"GR-L","l",NA,NA,NA,NA,"hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","2289",NA,NA,NA,NA,NA,NA,NA,NA,"5YR",4,3,"#795A48FF",0.474509803921569,0.352941176470588,0.282352941176471,NA,"#795A48FF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"5444424","1147190","07RJV099","Bt2",NA,20,30,"clear","wavy",22,NA,40,22,38,40,55,"CBV-L","l",NA,NA,NA,NA,"hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","2290",NA,NA,NA,NA,NA,NA,NA,NA,"5YR",4,3,"#795A48FF",0.474509803921569,0.352941176470588,0.282352941176471,NA,"#795A48FF",0,30,25,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0
"5444425","1147190","07RJV099","Bt3",NA,30,38,"clear","wavy",25,NA,40,25,35,40,51,"GRV-L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","2291",NA,NA,NA,NA,NA,NA,NA,NA,"5YR",4,4,"#7F583FFF",0.498039215686275,0.345098039215686,0.247058823529412,NA,"#7F583FFF",0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0
"5444426","1147190","07RJV099","Bt4",NA,38,46,"abrupt","wavy",25,NA,40,25,35,40,77,"GRX-L","l",NA,NA,NA,NA,"slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","2292",NA,NA,NA,NA,NA,NA,NA,NA,"5YR",4,4,"#7F583FFF",0.498039215686275,0.345098039215686,0.247058823529412,NA,"#7F583FFF",0,75,2,0,0,0,0,0,0,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0
"5444428","1147190","07RJV099","Cr",NA,46,58,"abrupt","wavy",NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,"br","2293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5444427","1147190","07RJV099","R",NA,58,200,NA,NA,NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,"br","2294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579662","115595","300J","A",NA,0,5,"abrupt","smooth",15,NA,NA,15,NA,NA,0,"L","l",NA,5.5,"none","01P1566","moderately hard","very friable",NA,"nonsticky","slightly plastic",NA,"l","2515","10YR",5,4,"#93754FFF",0.576470588235294,0.458823529411765,0.309803921568627,NA,"7.5YR",4,3,"#775B44FF",0.466666666666667,0.356862745098039,0.266666666666667,NA,"#775B44FF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579661","115595","300J","BA",NA,5,10,"clear","wavy",20,NA,NA,20,NA,NA,0,"L","l",NA,4.90000009536743,"none","01P1567","moderately hard","very friable",NA,"nonsticky","slightly plastic",NA,"l","2516","10YR",5,6,"#9C7337FF",0.611764705882353,0.450980392156863,0.215686274509804,NA,"7.5YR",3,4,"#604026FF",0.376470588235294,0.250980392156863,0.149019607843137,NA,"#604026FF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"579660","115595","300J","BAt",NA,10,28,"clear","smooth",25,NA,NA,25,NA,NA,0,"L","l",NA,5.5,"none","01P1568","slightly hard","very friable",NA,"slightly sticky","slightly plastic",NA,"l","2517","7.5YR",5,6,"#A2703FFF",0.635294117647059,0.43921568627451,0.247058823529412,NA,"5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"#89542FFF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"579659","115595","300J","Bt1",NA,28,51,"clear","smooth",29,NA,NA,29,NA,NA,0,"CL","cl",NA,6,"none","01P1569","moderately hard","very friable",NA,"slightly sticky","moderately plastic",NA,"cl","2518","7.5YR",5,6,"#A2703FFF",0.635294117647059,0.43921568627451,0.247058823529412,NA,"5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"#89542FFF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"579658","115595","300J","Bt2",NA,51,74,"clear","smooth",35,NA,NA,35,NA,NA,0,"CL","cl",NA,6,"none","01P1570","moderately hard","very friable",NA,"moderately sticky","moderately plastic",NA,"cl","2519","7.5YR",5,6,"#A2703FFF",0.635294117647059,0.43921568627451,0.247058823529412,NA,"5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"#89542FFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579657","115595","300J","Cr",NA,74,81,NA,NA,NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,"br","2520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580839","115819","S2000CA007009","A",NA,0,5,"abrupt","smooth",15,NA,NA,15,NA,NA,0,"L","l",NA,5.5,"none","01N01566","moderately hard","very friable",NA,"nonsticky","slightly plastic",NA,"l","2521","5YR",6,6,"#C1885FFF",0.756862745098039,0.533333333333333,0.372549019607843,NA,"5YR",5,6,"#A56E46FF",0.647058823529412,0.431372549019608,0.274509803921569,NA,"#A56E46FF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580840","115819","S2000CA007009","BA",NA,5,10,"clear","wavy",20,NA,NA,20,NA,NA,0,"L","l",NA,4.90000009536743,"none","01N01567","moderately hard","very friable",NA,"nonsticky","slightly plastic",NA,"l","2522","5YR",6,6,"#C1885FFF",0.756862745098039,0.533333333333333,0.372549019607843,NA,"5YR",5,6,"#A56E46FF",0.647058823529412,0.431372549019608,0.274509803921569,NA,"#A56E46FF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"580841","115819","S2000CA007009","Bt1",NA,10,28,"clear","smooth",25,NA,NA,25,NA,NA,0,"L","l",NA,5.5,"none","01N01568","slightly hard","very friable",NA,"slightly sticky","slightly plastic",NA,"l","2523","5YR",5,6,"#A56E46FF",0.647058823529412,0.431372549019608,0.274509803921569,NA,"5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"#89542FFF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"580842","115819","S2000CA007009","Bt2",NA,28,51,"clear","smooth",29,NA,NA,29,NA,NA,0,"CL","cl",NA,6,"none","01N01569","moderately hard","very friable",NA,"slightly sticky","moderately plastic",NA,"cl","2524","5YR",5,6,"#A56E46FF",0.647058823529412,0.431372549019608,0.274509803921569,NA,"5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"#89542FFF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"580843","115819","S2000CA007009","Bt3",NA,51,74,"clear","smooth",35,NA,NA,35,NA,NA,0,"CL","cl",NA,6,"none","01N01570","moderately hard","very friable",NA,"moderately sticky","moderately plastic",NA,"cl","2525","5YR",5,6,"#A56E46FF",0.647058823529412,0.431372549019608,0.274509803921569,NA,"5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"#89542FFF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580844","115819","S2000CA007009","Cr",NA,74,81,NA,NA,NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,"br","2526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580878","115827","S2000CA007012","Oi",NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"01N01582",NA,NA,NA,NA,NA,NA,NA,"2527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580879","115827","S2000CA007012","A",NA,1,5,"abrupt","wavy",14,NA,NA,14,NA,NA,0,"GR-L","l",NA,6.30000019073486,NA,"01N01582","hard","friable",NA,"nonsticky","slightly plastic",NA,"l","2528","5YR",5,4,"#997259FF",0.6,0.447058823529412,0.349019607843137,NA,"5YR",4,3,"#795A48FF",0.474509803921569,0.352941176470588,0.282352941176471,NA,"#795A48FF",20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"580880","115827","S2000CA007012","BAt",NA,5,15,"clear","smooth",16,NA,NA,16,NA,NA,0,"GR-L","l",NA,6.30000019073486,NA,"01N01583","hard","friable",NA,"nonsticky","slightly plastic",NA,"l","2529","5YR",5,4,"#997259FF",0.6,0.447058823529412,0.349019607843137,NA,"5YR",4,3,"#795A48FF",0.474509803921569,0.352941176470588,0.282352941176471,NA,"#795A48FF",25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"580881","115827","S2000CA007012","Bt1",NA,15,30,"clear","wavy",20,NA,NA,20,NA,NA,0,"L","l",NA,6.30000019073486,NA,"01N01584","hard","friable",NA,"nonsticky","slightly plastic",NA,"l","2530","5YR",5,6,"#A56E46FF",0.647058823529412,0.431372549019608,0.274509803921569,NA,"5YR",3,4,"#633F2AFF",0.388235294117647,0.247058823529412,0.164705882352941,NA,"#633F2AFF",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"580882","115827","S2000CA007012","Bt2",NA,30,58,"gradual","wavy",28,NA,NA,28,NA,NA,0,"GR-CL","cl",NA,6.30000019073486,NA,"01N01585","hard","friable",NA,"slightly sticky","moderately plastic",NA,"cl","2531","5YR",5,6,"#A56E46FF",0.647058823529412,0.431372549019608,0.274509803921569,NA,"5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"#89542FFF",0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"580883","115827","S2000CA007012","Bt3",NA,58,79,"abrupt","wavy",30,NA,NA,30,NA,NA,0,"GR-CL","cl",NA,6.30000019073486,NA,"01N01586","hard","firm",NA,"slightly sticky","moderately plastic",NA,"cl","2532","5YR",5,6,"#A56E46FF",0.647058823529412,0.431372549019608,0.274509803921569,NA,"5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"#89542FFF",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"580884","115827","S2000CA007012","Crt",NA,79,107,"abrupt","wavy",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580885","115827","S2000CA007012","R",NA,107,108,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5932404","1193371","2017CA6306054N","H1",NA,0,80,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5932405","1193371","2017CA6306054N","Cr",NA,80,105,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1014459","207242","S2007CA109005","A","A",0,10,"clear","wavy",12,48,40,12,48,40,5,"L","l",NA,5.80000019073486,NA,"07N03108","soft","friable",NA,"slightly sticky","slightly plastic",NA,"l","5170","5YR",5,6,"#A56E46FF",0.647058823529412,0.431372549019608,0.274509803921569,NA,"5YR",3,4,"#633F2AFF",0.388235294117647,0.247058823529412,0.164705882352941,NA,"#633F2AFF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1014458","207242","S2007CA109005","Bw","Bt1",10,48,"gradual","wavy",12,48,40,12,48,40,12,"L","l",NA,6.5,NA,"07N03109","slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","5171","5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"2.5YR",3,6,"#703720FF",0.43921568627451,0.215686274509804,0.125490196078431,NA,"#703720FF",0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"1014457","207242","S2007CA109005","Bt1","Bt1",48,84,"gradual","wavy",18,41,45,18,41,45,15,"L","l",NA,6.30000019073486,NA,"07N03110","slightly hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","5172","5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"2.5YR",3,6,"#703720FF",0.43921568627451,0.215686274509804,0.125490196078431,NA,"#703720FF",0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"1014456","207242","S2007CA109005","Bt2","Bt2",84,94,"clear","irregular",18,32,50,18,32,50,20,"PCB-L","l",NA,6.5,NA,"07N03111","hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","5173","5YR",5,6,"#A56E46FF",0.647058823529412,0.431372549019608,0.274509803921569,NA,"2.5YR",3,6,"#703720FF",0.43921568627451,0.215686274509804,0.125490196078431,NA,"#703720FF",5,5,5,0,0,0,0,0,0,10,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"1014455","207242","S2007CA109005","BCt","BCt",94,99,"clear","wavy",16,34,50,16,34,50,45,"PCBV-L","l",NA,6.5,NA,"07N03112","hard","friable",NA,"slightly sticky","slightly plastic",NA,"l","5174","2.5YR",3,6,"#703720FF",0.43921568627451,0.215686274509804,0.125490196078431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,10,0,0,0,0,0,0,30,0,0,0,0,0,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"1014454","207242","S2007CA109005","Cr","Cr",99,200,NA,NA,NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",NA,NA,"07N03113",NA,NA,"moderately coherent",NA,NA,NA,"br","5175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019137","207255","06JCR007","A1","A",0,3,"abrupt","smooth",19,66,15,19,66,15,5,"SIL","sil",NA,6,"none",NA,"moderately hard","friable",NA,"nonsticky","nonplastic",NA,"sil","5219","7.5YR",4,3,"#775B44FF",0.466666666666667,0.356862745098039,0.266666666666667,NA,"5YR",3,3,"#5E4131FF",0.368627450980392,0.254901960784314,0.192156862745098,NA,"#5E4131FF",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019136","207255","06JCR007","A2","A",3,13,"clear","wavy",22,63,15,22,63,15,7,"SIL","sil",NA,6.19999980926514,"none",NA,"hard","friable",NA,"nonsticky","slightly plastic",NA,"sil","5220","5YR",4,4,"#7F583FFF",0.498039215686275,0.345098039215686,0.247058823529412,NA,"2.5YR",3,4,"#663D2EFF",0.4,0.23921568627451,0.180392156862745,NA,"#663D2EFF",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019135","207255","06JCR007","Bt1","Bt1",13,25,"clear","wavy",28,45,27,28,45,27,12,"CL","cl",NA,6.09999990463257,"none",NA,"very hard","firm",NA,"slightly sticky","slightly plastic",NA,"cl","5221","5YR",5,3,"#937462FF",0.576470588235294,0.454901960784314,0.384313725490196,NA,"5YR",4,6,"#89542FFF",0.537254901960784,0.329411764705882,0.184313725490196,NA,"#89542FFF",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019134","207255","06JCR007","Bt2","Bt2",25,38,"clear","wavy",35,40,25,35,40,25,56,"CL","cl",NA,6.09999990463257,"none",NA,"very hard","very firm",NA,"moderately sticky","moderately plastic",NA,"cl","5222","5YR",5,8,"#AF6932FF",0.686274509803922,0.411764705882353,0.196078431372549,NA,"2.5YR",3,6,"#703720FF",0.43921568627451,0.215686274509804,0.125490196078431,NA,"#703720FF",0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019133","207255","06JCR007","Bt3","Bt2",38,73,"abrupt","irregular",43,32,25,43,32,25,8,"C","c",NA,6,"none",NA,"extremely hard","very firm",NA,"moderately sticky","moderately plastic",NA,"c","5223","2.5YR",4,6,"#8C5137FF",0.549019607843137,0.317647058823529,0.215686274509804,NA,"2.5YR",3,6,"#703720FF",0.43921568627451,0.215686274509804,0.125490196078431,NA,"#703720FF",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019132","207255","06JCR007","Cr","Cr",73,97,NA,NA,NA,NA,NA,NA,NA,NA,0,"BR",NA,"br",6.90000009536743,NA,NA,NA,NA,NA,NA,NA,NA,"br","5224","5YR",7,6,"#DDA378FF",0.866666666666667,0.63921568627451,0.470588235294118,NA,"5YR",5,6,"#A56E46FF",0.647058823529412,0.431372549019608,0.274509803921569,NA,"#A56E46FF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
