"pedon_key","stationTriplet","Site","stateCode","Network","Name","dcoCode","countyName","HUC","Elevation_ft","Latitude","Longitude","dataTimeZone","shefId","beginDate","endDate","upedonid","pedlabsampnum","State"
NA,"1312:MT:SNTL","1312","MT","SNTL","Chicago Ridge","MT","Sanders","170102131301",5800,48.06224,-115.69748,-8,"CHIM8","2022-08-22 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"575:CA:SNTL","575","CA","SNTL","Leavitt Meadows","UT","Mono","160503020104",7198,38.30367,-119.55111,-8,"LVTC1","1980-10-01 00:00","2100-01-01 00:00",NA,NA,"California"
NA,"2240:CA:SCAN","2240","CA","SCAN","Chimney Creek","GC","Tulare","180300020401",5680,35.83799,-118.03377,-8,NA,"1900-01-01 00:00","2100-01-01 00:00",NA,NA,"California"
NA,"1093:AK:SNTL","1093","AK","SNTL","Chisana","AK","Valdez-Cordova","190803010305",3320,62.069,-142.049,-9,"CNAA2","2007-10-01 00:00","2100-01-01 00:00",NA,NA,"Alaska"
NA,"895:ID:SNTL","895","ID","SNTL","Chocolate Gulch","ID","Blaine","170402190301",6310,43.7685,-114.41812,-8,"CHOI1","1992-10-01 00:00","2100-01-01 00:00",NA,NA,"Idaho"
NA,"3062:OK:CSCAN","3062","OK","CSCAN","Choctaw Nation","GC","Pittsburg","110902040410",700,34.87595,-95.51844,-6,NA,"2019-10-29 00:00","2100-01-01 00:00",NA,NA,"Oklahoma"
NA,"1046:WY:SNTL","1046","WY","SNTL","Cinnabar Park","CO","Albany","101800100503",9707,41.23843,-106.23101,-8,"CINW4","1999-06-13 00:00","2100-01-01 00:00",NA,NA,"Wyoming"
NA,"1006:NV:SNTL","1006","NV","SNTL","Lewis Peak","UT","Lander","160401070903",7370,40.3572,-116.8647,-8,"LWPN2","2000-10-01 00:00","2100-01-01 00:00",NA,NA,"Nevada"
NA,"398:OR:SNTL","398","OR","SNTL","Clackamas Lake","OR","Clackamas","170900110301",3400,45.09658,-121.75443,-8,"CLLO3","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Oregon"
NA,"983:UT:SNTL","983","UT","SNTL","Clayton Springs","UT","Garfield","160300020501",10049,37.9725,-111.83355,-8,"CSPU1","2000-10-01 00:00","2100-01-01 00:00",NA,NA,"Utah"
NA,"399:UT:SNTL","399","UT","SNTL","Clear Creek #1","UT","Utah","160202020102",8975,39.86671,-111.28363,-8,"CLCU1","1978-01-01 00:00","2100-01-01 00:00",NA,NA,"Utah"
NA,"400:UT:SNTL","400","UT","SNTL","Clear Creek #2","UT","Utah","160202020102",7837,39.89275,-111.25154,-8,"CRKU1","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Utah"
NA,"1325:CO:SNTL","1325","CO","SNTL","Elwood Pass","CO","Rio Grande","130100020302",11680,37.40563,-106.64136,-8,NA,"2024-08-26 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"751:WY:SNTL","751","WY","SNTL","Shell Creek","MT","Big Horn","100800100101",9580,44.50012,-107.42947,-8,"SCRW4","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Wyoming"
NA,"582:UT:SNTL","582","UT","SNTL","Little Bear","UT","Cache","160102030103",6548,41.40562,-111.82607,-8,"LTBU1","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Utah"
NA,"2195:MO:SCAN","2195","MO","SCAN","CMRB LTAR-MO","GC","Boone","071100060102",852,39.2285,-92.11942,-6,"CTSM7","2014-09-03 00:00","2100-01-01 00:00",NA,NA,"Missouri"
NA,"752:ID:SNTL","752","ID","SNTL","Sherwin","ID","Latah","170103040703",3200,46.95028,-116.33972,-8,"SHWI1","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Idaho"
NA,"583:UT:SNTL","583","UT","SNTL","Little Grassy","UT","Washington","160300061302",6065,37.48631,-113.84582,-8,"LGCU1","1985-10-01 00:00","2100-01-01 00:00",NA,NA,"Utah"
NA,"405:WY:SNTL","405","WY","SNTL","Cold Springs","MT","Fremont","100800010702",9630,43.27676,-109.44585,-8,"COSW4","1980-10-01 00:00","2100-01-01 00:00",NA,NA,"Wyoming"
NA,"406:OR:SNTL","406","OR","SNTL","Cold Springs Camp","OR","Klamath","180102030202",5940,42.53305,-122.17683,-8,"CSCO3","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Oregon"
NA,"1169:NM:SNTL","1169","NM","SNTL","Shuree","CO","Taos","130201010102",10092,36.78765,-105.2392,-8,"SHUN5","2010-08-09 00:00","2100-01-01 00:00",NA,NA,"New Mexico"
NA,"982:WY:SNTL","982","WY","SNTL","Cole Canyon","MT","Crook","101202030302",5910,44.48632,-104.41057,-8,"CLCW4","2000-06-01 00:00","2100-01-01 00:00",NA,NA,"Wyoming"
NA,"407:MT:SNTL","407","MT","SNTL","Cole Creek","MT","Carbon","100700060801",7850,45.19405,-109.34548,-8,"CLCM8","1960-10-01 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"585:WY:SNTL","585","WY","SNTL","Little Warm","MT","Fremont","100800010212",9370,43.50278,-109.752,-8,"LTWW4","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Wyoming"
NA,"408:CO:SNTL","408","CO","SNTL","Columbine","CO","Jackson","101800010102",9167,40.39591,-106.60437,-8,"COLC2","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"409:CO:SNTL","409","CO","SNTL","Columbine Pass","CO","Montrose","140200050202",9171,38.41819,-108.38313,-8,"CPSC2","1985-10-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"904:CO:SNTL","904","CO","SNTL","Columbus Basin","CO","La Plata","140801050101",10781,37.44146,-108.02468,-8,"CMBC2","1994-08-30 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"588:ID:SNTL","588","ID","SNTL","Lolo Pass","ID","Idaho","170102051401",5240,46.63448,-114.58072,-8,"LPSI1","1982-10-01 00:00","2100-01-01 00:00",NA,NA,"Idaho"
NA,"410:MT:SNTL","410","MT","SNTL","Combination","MT","Granite","170102020401",5600,46.46523,-113.39358,-8,"CMBM8","1965-10-01 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"476:NV:SNTL","476","NV","SNTL","Fawn Creek","UT","Elko","170501040304",7031,41.82098,-116.10153,-8,"FWCN2","1980-10-01 00:00","2100-01-01 00:00",NA,NA,"Nevada"
NA,"591:WA:SNTL","591","WA","SNTL","Lone Pine","OR","Skamania","170800020203",3930,46.27143,-121.96288,-8,"LPSW1","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Washington"
NA,"411:ID:SNTL","411","ID","SNTL","Cool Creek","ID","Clearwater","170603070702",6280,46.76361,-115.29528,-8,"COLI1","1983-10-01 00:00","2100-01-01 00:00",NA,NA,"Idaho"
NA,"959:AK:SNTL","959","AK","SNTL","Cooper Lake","AK","Kenai Peninsula","190203021205",1200,60.39027,-149.6936,-9,"CORA2","1981-10-01 00:00","2100-01-01 00:00",NA,NA,"Alaska"
NA,"412:CO:SNTL","412","CO","SNTL","Copeland Lake","CO","Boulder","101900050202",8555,40.20733,-105.5695,-8,"COPC2","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"413:MT:SNTL","413","MT","SNTL","Copper Bottom","MT","Lewis and Clark","170102030103",5200,47.05678,-112.595,-8,"COPM8","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"414:MT:SNTL","414","MT","SNTL","Copper Camp","MT","Lewis and Clark","170102030103",6950,47.08158,-112.72955,-8,"CPCM8","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"415:CO:SNTL","415","CO","SNTL","Copper Mountain","CO","Summit","140100020302",10523,39.48917,-106.17154,-8,"CPMC2","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"768:AK:SNTLT","768","AK","SNTLT","Look Eyrie","AK","Southeast Fairbanks","190803040504",5040,63.32192,-145.59655,-9,"LESA2","2019-08-08 00:00","2100-01-01 00:00",NA,NA,"Alaska"
NA,"416:AZ:SNTL","416","AZ","SNTL","Coronado Trail","CO","Apache","150400040501",8418,33.80418,-109.15352,-8,"CNDA3","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Arizona"
NA,"1298:OR:SNTLT","1298","OR","SNTLT","Lookout Butte","ID","Malheur","170501060502",5730,42.13397,-117.17992,-8,NA,"2020-09-30 00:00","2100-01-01 00:00",NA,NA,"Oregon"
NA,"595:NM:SNTL","595","NM","SNTL","Lookout Mountain","CO","Sierra","150400010402",8509,33.36089,-107.83203,-8,"LKTN5","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"New Mexico"
NA,"417:NV:SNTL","417","NV","SNTL","Corral Canyon","UT","Elko","160401030401",8445,40.27551,-115.54017,-8,"COLN2","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Nevada"
NA,"418:WA:SNTL","418","WA","SNTL","Corral Pass","OR","Pierce","171100140307",5800,47.01872,-121.46464,-8,"COPW1","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Washington"
NA,"419:WY:SNTL","419","WY","SNTL","Cottonwood Creek","ID","Lincoln","170401050102",7670,42.6459,-110.81482,-8,"CLWW4","1980-10-01 00:00","2100-01-01 00:00",NA,NA,"Wyoming"
NA,"1281:CO:SNTLT","1281","CO","SNTLT","Cottonwood Pass","CO","Gunnison","140200010106",11681,38.83416,-106.42116,-8,NA,"2021-09-17 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"1306:ID:SNTL","1306","ID","SNTL","Couch Summit","ID","Camas","170501130204",6800,43.51768,-114.8022,-8,"COSI1","2021-10-07 00:00","2100-01-01 00:00",NA,NA,"Idaho"
NA,"420:WA:SNTL","420","WA","SNTL","Cougar Mountain","OR","King","171100130202",3200,47.27666,-121.67138,-8,"CUMW1","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Washington"
NA,"422:OR:SNTL","422","OR","SNTL","County Line","OR","Umatilla","170601040202",4830,45.19107,-118.55015,-8,"COLO3","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Oregon"
NA,"1273:OR:SNTLT","1273","OR","SNTLT","Cox Flat AM","OR","Lake","180200010205",5710,42.36192,-120.60912,-8,"CXZO3","2015-07-22 13:00","2100-01-01 00:00",NA,NA,"Oregon"
NA,"423:ID:SNTL","423","ID","SNTL","Cozy Cove","ID","Valley","170501200403",5400,44.28846,-115.65508,-8,"COZI1","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Idaho"
NA,"2197:CO:SCAN","2197","CO","SCAN","CPER","GC","Weld","101900080301",5330,40.8228,-104.71068,-7,"CPEC2","2013-09-12 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"424:ID:SNTL","424","ID","SNTL","Crab Creek","ID","Clark","170402140108",6900,44.437,-111.99384,-8,"CRBI1","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Idaho"
NA,"3064:AK:CSCAN","3064","AK","CSCAN","CRAIG","GC","Prince of Wales-Hyder","190101031406",100,55.47135,-133.12493,-9,NA,"2019-09-26 00:00","2100-01-01 00:00",NA,NA,"Alaska"
NA,"425:ID:SNTL","425","ID","SNTL","Crater Meadows","ID","Clearwater","170603070502",5960,46.56394,-115.28903,-8,"CRAI1","1983-10-01 00:00","2100-01-01 00:00",NA,NA,"Idaho"
NA,"1010:OR:SNTL","1010","OR","SNTL","Crazyman Flat","OR","Klamath","180102020101",6180,42.6381,-120.94917,-8,"CZFO3","2001-09-01 00:00","2100-01-01 00:00",NA,NA,"Oregon"
NA,"1302:AK:SNTL","1302","AK","SNTL","Creamers Field","AK","Fairbanks North Star","190803060907",440,64.86534,-147.73617,-9,"SCFA2","2021-08-11 00:00","2100-01-01 00:00",NA,NA,"Alaska"
NA,"1265:AK:SNTL","1265","AK","SNTL","Lower Kachemak Creek","AK","Kenai Peninsula","190203011101",1915,59.73507,-150.69327,-9,"LKCA2","2015-06-19 11:00","2100-01-01 00:00",NA,NA,"Alaska"
NA,"426:CO:SNTL","426","CO","SNTL","Crosho","CO","Rio Blanco","140500010106",8973,40.16749,-107.05769,-8,"CRSC2","1985-10-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"2230:MO:SCAN","2230","MO","SCAN","LTSP","GC","Shannon","110100080503",880,37.18167,-91.11778,-6,NA,"2021-07-06 00:00","2100-01-01 00:00",NA,NA,"Missouri"
NA,"1045:WY:SNTL","1045","WY","SNTL","Crow Creek","CO","Albany","101900090104",8335,41.22824,-105.38571,-8,"CRWW4","2003-08-01 00:00","2100-01-01 00:00",NA,NA,"Wyoming"
NA,"977:CA:SNTL","977","CA","SNTL","Crowder Flat","OR","Modoc","180102040103",5170,41.89318,-120.75202,-8,"CRWC1","1999-10-01 00:00","2100-01-01 00:00",NA,NA,"California"
NA,"2081:AK:SNTL","2081","AK","SNTL","Nenana","AK","Yukon-Koyukuk","190803090803",415,64.68582,-148.9113,-9,"NESA2","2002-10-01 00:00","2100-01-01 00:00",NA,NA,"Alaska"
NA,"428:CA:SNTL","428","CA","SNTL","Css Lab","UT","Nevada","180201250602",6894,39.32565,-120.36807,-8,"CSSC1","1980-10-01 00:00","2100-01-01 00:00",NA,NA,"California"
NA,"430:CO:SNTL","430","CO","SNTL","Culebra #2","CO","Costilla","130100020902",10562,37.20939,-105.19988,-8,"CULC2","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"607:CO:SNTL","607","CO","SNTL","Lynx Pass","CO","Routt","140100011001",8919,40.07832,-106.67095,-8,"LYNC2","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"431:CO:SNTL","431","CO","SNTL","Cumbres Trestle","CO","Conejos","130201020203",10035,37.01877,-106.45275,-8,"CUMC2","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"609:MT:SNTL","609","MT","SNTL","Madison Plateau","MT","Gallatin","100200070204",7750,44.58623,-111.11627,-8,"MPLM8","1967-10-01 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"1303:AK:SNTL","1303","AK","SNTL","Dahl Creek","AK","Northwest Arctic","190503021508",260,66.94517,-156.90318,-9,"DHLA2","2021-09-01 00:00","2100-01-01 00:00",NA,NA,"Alaska"
NA,"919:MT:SNTL","919","MT","SNTL","Daisy Peak","MT","Meagher","100402010106",7600,46.66858,-110.33022,-8,"DAZM8","1977-09-01 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"433:MT:SNTL","433","MT","SNTL","Daly Creek","MT","Ravalli","170102050901",5780,46.18367,-113.8533,-8,"DALM8","1966-10-01 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"434:OR:SNTL","434","OR","SNTL","Daly Lake","OR","Linn","170900060101",3690,44.52147,-122.08718,-8,"DALO3","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Oregon"
NA,"435:UT:SNTL","435","UT","SNTL","Daniels-Strawberry","UT","Wasatch","140600040101",8008,40.2953,-111.25677,-8,"DSTU1","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Utah"
NA,"436:MT:SNTL","436","MT","SNTL","Darkhorse Lake","MT","Beaverhead","100200040301",8945,45.17368,-113.5846,-8,"DHLM8","1977-08-01 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"437:MT:SNTL","437","MT","SNTL","Deadman Creek","MT","Meagher","100301030401",6450,46.79279,-110.67545,-8,"DDMM8","1966-10-01 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"438:CO:SNTL","438","CO","SNTL","Deadman Hill","CO","Larimer","101900070502",10239,40.80572,-105.77018,-8,"DDMC2","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"439:ID:SNTL","439","ID","SNTL","Deadwood Summit","ID","Valley","170501200401",6860,44.54514,-115.5638,-8,"DDSI1","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Idaho"
NA,"789:OR:SNTL","789","OR","SNTL","Starr Ridge","OR","Grant","171200020102",5250,44.26423,-119.02162,-8,"STRO3","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Oregon"
NA,"1319:WA:SNTL","1319","WA","SNTL","Decline Creek","OR","Snohomish","171100060403",4480,48.23594,-121.455,-8,"DCKW1","1900-01-01 00:00","2100-01-01 00:00",NA,NA,"Washington"
NA,"2174:AL:SCAN","2174","AL","SCAN","Dee River Ranch","GC","Pickens","031601060504",160,33.10768,-88.31003,-6,"DEEA1","2010-04-09 00:00","2100-01-01 00:00",NA,NA,"Alabama"
NA,"1057:CO:SNTL","1057","CO","SNTL","Glen Cove","CO","Teller","110200030201",11391,38.87602,-105.07605,-8,"GLNC2","2004-08-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"923:WY:SNTL","923","WY","SNTL","Deer Park","MT","Fremont","100800030101",9700,42.59076,-108.90273,-8,"DPKW4","1997-08-14 00:00","2100-01-01 00:00",NA,NA,"Wyoming"
NA,"791:WA:SNTL","791","WA","SNTL","Stevens Pass","OR","King","171100090102",3950,47.74607,-121.09288,-8,"SVNW1","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Washington"
NA,"440:OR:SNTL","440","OR","SNTL","Derr.","OR","Wheeler","170703040401",5850,44.4465,-119.93012,-8,"DERO3","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Oregon"
NA,"793:CO:SNTL","793","CO","SNTL","Stillwater Creek","CO","Grand","140100010306",8880,40.22532,-105.9198,-8,"SCSC2","1985-10-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"3072:MI:CSCAN","3072","MI","CSCAN","Match-E-Be-Nash-She-Wish Pottawatomi","GC","Allegan","040500030804",734,42.60847,-85.74298,-5,NA,"2022-03-31 00:00","2100-01-01 00:00",NA,NA,"Michigan"
NA,"442:OR:SNTL","442","OR","SNTL","Diamond Lake","OR","Douglas","171003010204",5280,43.18787,-122.14003,-8,"DIAO3","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Oregon"
NA,"443:NV:SNTL","443","NV","SNTL","Diamond Peak","UT","Eureka","160600051503",8017,39.56361,-115.84421,-8,"DPKN2","1983-10-01 00:00","2100-01-01 00:00",NA,NA,"Nevada"
NA,"444:UT:SNTL","444","UT","SNTL","Dills Camp","UT","Sanpete","140700020201",9228,39.04554,-111.46875,-8,"DCPU1","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Utah"
NA,"618:CO:SNTL","618","CO","SNTL","Mc Clure Pass","CO","Gunnison","140200040203",8774,39.12899,-107.28834,-8,"MCPC2","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"446:CA:SNTL","446","CA","SNTL","Dismal Swamp","OR","Modoc","171200070304",7360,41.99127,-120.18033,-8,"DMLC1","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"California"
NA,"448:MT:SNTL","448","MT","SNTL","Divide","MT","Madison","100200030102",7800,44.79317,-112.05645,-8,"DIVM8","1971-01-01 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"449:WY:SNTL","449","WY","SNTL","Divide Peak","CO","Carbon","140500030203",8730,41.30399,-107.15255,-8,"DVDW4","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Wyoming"
NA,"785:AK:SNTL","785","AK","SNTL","McGrath","AK","Yukon-Koyukuk","190304050502",340,62.94652,-155.6102,-9,"MCSA2","2019-08-13 00:00","2100-01-01 00:00",NA,NA,"Alaska"
NA,"450:ID:SNTL","450","ID","SNTL","Dollarhide Summit","ID","Blaine","170402190201",8420,43.6025,-114.67417,-8,"DHDI1","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Idaho"
NA,"451:WY:SNTL","451","WY","SNTL","Dome Lake","MT","Sheridan","100901010102",8880,44.57462,-107.29537,-8,"DMLW4","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Wyoming"
NA,"452:UT:SNTL","452","UT","SNTL","Donkey Reservoir","UT","Wayne","140700030305",9799,38.2084,-111.47412,-8,"DRSU1","1985-10-01 00:00","2100-01-01 00:00",NA,NA,"Utah"
NA,"3054:VA:CSCAN","3054","VA","CSCAN","Pamunkey","GC","King William","020801061101",33,37.57928,-77.00418,-5,NA,"2018-09-12 00:00","2100-01-01 00:00",NA,NA,"Virginia"
NA,"620:ID:SNTL","620","ID","SNTL","Meadow Lake","ID","Lemhi","170602040101",9150,44.43655,-113.31815,-8,"MDLI1","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Idaho"
NA,"897:WA:SNTL","897","WA","SNTL","Meadows Pass","OR","King","171100120101",3230,47.28312,-121.47197,-8,"MPSW1","1993-10-01 00:00","2100-01-01 00:00",NA,NA,"Washington"
NA,"802:CO:SNTL","802","CO","SNTL","Summit Ranch","CO","Summit","140100020502",9371,39.71803,-106.1577,-8,"SUMC2","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"906:UT:SNTL","906","UT","SNTL","Dry Fork","UT","Salt Lake","160202040106",7093,40.56533,-112.17343,-8,"DRFU1","1994-10-01 00:00","2100-01-01 00:00",NA,NA,"Utah"
NA,"501:WY:SNTL","501","WY","SNTL","Grave Springs","MT","Natrona","100902010103",8550,43.46643,-107.23977,-8,"GVSW4","1991-10-01 00:00","2100-01-01 00:00",NA,NA,"Wyoming"
NA,"1207:NV:SNTL","1207","NV","SNTL","Merritt Mountain","UT","Elko","170501020601",6915,41.8927,-115.858,-8,"MERN2","2011-12-23 00:00","2100-01-01 00:00",NA,NA,"Nevada"
NA,"943:WA:SNTL","943","WA","SNTL","Dungeness","OR","Clallam","171100200301",4010,47.87224,-123.0788,-8,"DGSW1","1998-10-01 00:00","2100-01-01 00:00",NA,NA,"Washington"
NA,"458:MT:SNTL","458","MT","SNTL","Dupuyer Creek","MT","Teton","100302010501",5750,48.06341,-112.7573,-8,"DPYM8","1982-10-01 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"1160:CO:SNTL","1160","CO","SNTL","Weminuche Creek","CO","Hinsdale","140801020203",10749,37.51968,-107.32139,-8,"WMNC2","2010-10-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"937:CO:SNTL","937","CO","SNTL","Michigan Creek","CO","Park","101900010404",10702,39.43579,-105.91072,-8,"MIHC2","1998-08-10 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"1105:MT:SNTL","1105","MT","SNTL","East Boulder Mine","MT","Sweet Grass","100700020701",6335,45.50381,-110.08019,-8,"EBMM8","2008-06-19 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"953:AK:SNTL","953","AK","SNTL","East Palmer","AK","Matanuska-Susitna","190204020709",230,61.59858,-149.09637,-9,NA,"2018-07-23 00:00","2100-01-01 00:00",NA,NA,"Alaska"
NA,"624:CO:SNTL","624","CO","SNTL","Middle Creek","CO","Mineral","130100010501",11269,37.61779,-107.03932,-8,"MDLC2","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"461:UT:SNTL","461","UT","SNTL","East Willow Creek","UT","Grand","140600060205",8302,39.31213,-109.53179,-8,"EWCU1","1986-08-06 00:00","2100-01-01 00:00",NA,NA,"Utah"
NA,"3056:NC:CSCAN","3056","NC","CSCAN","Eastern Band of Cherokee Indians","GC","Swain","060102030402",1843,35.4375,-83.40694,-5,NA,"2018-11-01 00:00","2100-01-01 00:00",NA,NA,"North Carolina"
NA,"625:WY:SNTL","625","WY","SNTL","Middle Powder","MT","Washakie","100800080205",7760,43.62733,-107.18152,-8,"MDDW4","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Wyoming"
NA,"809:CA:SNTL","809","CA","SNTL","Tahoe City Cross","UT","Placer","160501010101",6797,39.17162,-120.15362,-8,"THOC1","1980-10-01 00:00","2100-01-01 00:00",NA,NA,"California"
NA,"1247:UT:SNTL","1247","UT","SNTL","Takka Wiiya","UT","Juab","160203060804",9122,39.74104,-113.98262,-8,"TAKU1","2013-10-01 00:00","2100-01-01 00:00",NA,NA,"Utah"
NA,"462:CA:SNTL","462","CA","SNTL","Ebbetts Pass","UT","Alpine","160502010104",8661,38.5497,-119.80468,-8,"EBTC1","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"California"
NA,"1322:MT:SNTL","1322","MT","SNTL","Mill Creek","MT","UNKNOWN",NA,7500,45.26,-110.41,-8,NA,"2024-07-11 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"463:CA:SNTL","463","CA","SNTL","Echo Peak","UT","El Dorado","160501010303",7653,38.849,-120.0795,-8,"ECOC1","1980-10-01 00:00","2100-01-01 00:00",NA,NA,"California"
NA,"627:ID:SNTL","627","ID","SNTL","Mill Creek Summit","ID","Custer","170602010501",8800,44.47212,-114.48992,-8,"MLKI1","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Idaho"
NA,"464:OR:SNTL","464","OR","SNTL","Eilertson Meadows","OR","Baker","170502030404",5510,44.86887,-118.11387,-8,"EIMO3","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Oregon"
NA,"465:CO:SNTL","465","CO","SNTL","El Diente Peak","CO","Dolores","140300020202",10217,37.78607,-108.02235,-8,"EDSC2","1985-10-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"910:WA:SNTL","910","WA","SNTL","Elbow Lake","OR","Whatcom","171100040401",3040,48.69092,-121.90893,-8,"ELSW1","1995-08-24 00:00","2100-01-01 00:00",NA,NA,"Washington"
NA,"466:ID:SNTL","466","ID","SNTL","Elk Butte","ID","Clearwater","170603080701",5690,46.83998,-116.12233,-8,"ELBI1","1982-10-01 00:00","2100-01-01 00:00",NA,NA,"Idaho"
NA,"691:UT:SNTL","691","UT","SNTL","Pickle Keg","UT","Sevier","160300030402",9020,39.01219,-111.58259,-8,"PKLU1","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Utah"
NA,"1316:MT:SNTL","1316","MT","SNTL","Elk Peak Alt","MT","Meagher","100301030104",7801,46.47617,-110.72148,-8,NA,"2023-07-13 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"536:MT:SNTLT","536","MT","SNTLT","Elk Peak SC","MT","Meagher","100301030104",8000,46.47642,-110.72065,-8,NA,"2018-12-04 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"1323:UT:SNTL","1323","UT","SNTL","Elk Ridge","UT","San Juan","140802010402",8530,37.82308,-109.77156,-8,NA,"2024-10-08 00:00","2100-01-01 00:00",NA,NA,"Utah"
NA,"467:CO:SNTL","467","CO","SNTL","Elk River","CO","Routt","140500010206",8739,40.84758,-106.96861,-8,"ELKC2","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"468:WY:SNTL","468","WY","SNTL","Elkhart Park G.S.","ID","Sublette","140401020103",9400,43.00657,-109.75893,-8,"EKPW4","1963-10-01 00:00","2100-01-01 00:00",NA,NA,"Wyoming"
NA,"1252:CO:SNTL","1252","CO","SNTL","Elkhead Divide","CO","Routt","140500010601",8800,40.79637,-107.10113,-8,"EKDC2","2016-09-01 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"1120:CO:SNTL","1120","CO","SNTL","Elliot Ridge","CO","Summit","140100020602",10549,39.8638,-106.42473,-8,"ELRC2","2009-08-07 00:00","2100-01-01 00:00",NA,NA,"Colorado"
NA,"1332:AK:SNTL","1332","AK","SNTL","Elmendorf Field","AK","Anchorage","190204010404",170,61.24777,-149.82331,-9,NA,"2024-10-31 00:00","2100-01-01 00:00",NA,NA,"Alaska"
NA,"3066:ME:CSCAN","3066","ME","CSCAN","HBMI","GC","Aroostook","010100050306",343,46.19636,-67.80655,-5,NA,"2019-07-11 00:00","2100-01-01 00:00",NA,NA,"Maine"
