"pedon_key","stationTriplet","Site","stateCode","Network","Name","dcoCode","countyName","HUC","Elevation_ft","Latitude","Longitude","dataTimeZone","shefId","beginDate","endDate","upedonid","pedlabsampnum","State"
"69952","1225:UT:SNTL","1225","UT","SNTL","Redden Mine Lwr","UT","Summit","160201010103",8532,40.67505,-111.21765,-8,"RMLU1","2012-10-01 00:00","2100-01-01 00:00","S2012UT043001","13N57559","Utah"
"30942","2104:TX:SCAN","2104","TX","SCAN","Reese Center","GC","Lubbock","120500011203",3333,33.61536,-102.03869,-6,"REET2","2005-03-10 00:00","2100-01-01 00:00","S2004TX303001","04N0396","Texas"
"25397","2029:ID:SNTL","2029","ID","SNTL","Reynolds Creek","ID","Owyhee","170501030604",5600,43.28863,-116.8431,-8,"RYCI1","1999-08-31 00:00","2100-01-01 00:00","99ID073001","00P0720","Idaho"
"34781","721:OR:SNTL","721","OR","SNTL","Rock Springs","OR","Grant","170501160204",5290,44.00883,-118.83842,-8,"RCSO3","1979-10-01 00:00","2100-01-01 00:00","S2007OR023001","08N0354","Oregon"
"24539","2036:PA:SCAN","2036","PA","SCAN","Rock Springs Pa","GC","Centre","020503020404",1220,40.71667,-77.93333,-5,"RSPP1","1999-11-04 00:00","2100-01-01 00:00","99PA027095","99P0505","Pennsylvania"
"34968","973:AK:SNTL","973","AK","SNTL","Rocky Point","AK","Nome","190501041103",250,64.53482,-163.4214,-9,"RPTA2","1999-09-30 00:00","2100-01-01 00:00","S2008AK002012","09N0010","Alaska"
"18827","2001:NE:SCAN","2001","NE","SCAN","Rogers Farm #1","GC","Lancaster","102002030905",1215,40.85,-96.46667,-6,"ROFN1","1993-10-19 00:00","2100-01-01 00:00","91NE109001","92P0204","Nebraska"
"32235","724:CA:SNTL","724","CA","SNTL","Rubicon #2","UT","El Dorado","160501010402",7619,38.99927,-120.13139,-8,"RUBC1","1980-10-01 00:00","2100-01-01 00:00","04CA017001","05N0020","California"
"59487","728:WA:SNTL","728","WA","SNTL","Salmon Meadows","OR","Okanogan","170200062003",4460,48.65518,-119.8383,-8,"SAMW1","1979-10-01 00:00","2100-01-01 00:00","S2010WA047001","11N1978","Washington"
"54828","729:OR:SNTL","729","OR","SNTL","Salt Creek Falls","OR","Lane","170900010301",4220,43.61193,-122.11758,-8,"SCFO3","1979-10-01 00:00","2100-01-01 00:00","S2010OR039002","11N0336","Oregon"
"55508","730:WY:SNTL","730","WY","SNTL","Salt River Summit","ID","Lincoln","170401050101",7640,42.5075,-110.9099,-8,"SLTW4","1959-10-01 00:00","2100-01-01 00:00","S2010WY023001","11N8290","Wyoming"
"73919","2200:TX:SCAN","2200","TX","SCAN","San Angelo","GC","Tom Green","120901040509",1970,31.5496,-100.50748,-6,"SXXT2","2013-09-11 00:00","2100-01-01 00:00","S2014TX451001","15N0347","Texas"
"43932","2159:UT:SCAN","2159","UT","SCAN","Sand Hollow","GC","Washington","150100080907",3088,37.10516,-113.35615,-7,"SHWU1","2010-01-28 00:00","2100-01-01 00:00","S2009UT053001","10N0508","Utah"
"32625","2109:MS:SCAN","2109","MS","SCAN","Sandy Ridge","GC","Sunflower","080302070406",138,33.65911,-90.57297,-6,"SRXM6","2005-09-22 00:00","2100-01-01 00:00","S2005MS133001","05N0873","Mississippi"
"59483","922:NM:SNTL","922","NM","SNTL","Santa Fe","CO","Santa Fe","130202010102",11465,35.77154,-105.78487,-8,"SFSN5","1996-10-01 00:00","2100-01-01 00:00","S2011NM049100","12N0028","New Mexico"
"30394","734:WA:SNTL","734","WA","SNTL","Sasse Ridge","OR","Kittitas","170300010104",4340,47.38485,-121.06323,-8,"SASW1","1983-10-01 00:00","2100-01-01 00:00","03WA037001","03N0925","Washington"
"69893","735:ID:SNTL","735","ID","SNTL","Savage Pass","ID","Idaho","170603030208",6190,46.46633,-114.63333,-8,"SVPI1","1982-10-01 00:00","2100-01-01 00:00","2010ID049001","11N0121","Idaho"
"59536","2193:MO:SCAN","2193","MO","SCAN","Schell-Osage","GC","St. Clair","102901050206",793,37.9872,-94.0364,-6,"SCOM7","2012-07-24 00:00","2100-01-01 00:00","S2012MO185001","12N8072","Missouri"
"53324","737:CO:SNTL","737","CO","SNTL","Schofield Pass","CO","Gunnison","140100040701",10653,39.01467,-107.04933,-8,"SOSC2","1984-10-01 00:00","2100-01-01 00:00","S09CO051001","10N0839","Colorado"
"32317","2070:MS:SCAN","2070","MS","SCAN","Scott","GC","Bolivar","080302071801",165,33.61962,-91.10184,-6,"SCOM6","2002-08-12 00:00","2100-01-01 00:00","S05MS-011-001","05N0618","Mississippi"
"19323","2012:FL:SCAN","2012","FL","SCAN","Sellers Lake #1","GC","Lake","030801011704",75,29.1,-81.63333,-5,"SLKF1","1994-10-01 00:00","2100-01-01 00:00","92FL069000","92P0700","Florida"
"70253","2176:AL:SCAN","2176","AL","SCAN","Selma","GC","Dallas","031502011205",140,32.40392,-86.89137,-6,"SMAA1","2010-04-11 00:00","2100-01-01 00:00","S10AL047001","10N1239","Alabama"
"32034","1043:WA:SNTL","1043","WA","SNTL","Sentinel Butte","OR","Ferry","170200021705",4680,48.86133,-118.39843,-8,"SENW1","2003-08-27 00:00","2100-01-01 00:00","S2004WA019001","05N0036","Washington"
"53314","2171:NM:SCAN","2171","NM","SCAN","Sevilleta","GC","Socorro","130202030703",5233,34.35813,-106.69127,-7,"SEVN5","2010-03-09 00:00","2100-01-01 00:00","S2010NM053001","10N1337","New Mexico"
"70989","2186:CA:SCAN","2186","CA","SCAN","Shadow Mtns","GC","San Bernardino","180902031105",3643,35.46607,-115.7151,-8,"DWMC1","2011-11-18 00:00","2100-01-01 00:00","S2011CA071004","13N97466","California"
"28844","2068:IA:SCAN","2068","IA","SCAN","Shagbark Hills","GC","Woodbury","102300031501",1400,42.43333,-95.76667,-6,"SHAI4","2002-06-19 09:00","2100-01-01 00:00","S2002IA193001","02N0274","Iowa"
"32396","747:ID:SNTL","747","ID","SNTL","Shanghi Summit","ID","Clearwater","170603060402",4600,46.56603,-115.74216,-8,"SHAI1","1982-10-01 00:00","2100-01-01 00:00","2004ID035001","05N0160","Idaho"
"33719","749:ID:SNTL","749","ID","SNTL","Sheep Mtn.","ID","Bingham","170402050304",6650,43.2103,-111.68792,-8,"SPMI1","1978-10-01 00:00","2100-01-01 00:00","S2006ID011001","07N0224","Idaho"
"16312","750:NV:SNTL","750","NV","SNTL","Sheldon","UT","Washoe","171200080106",5865,41.90435,-119.44464,-8,"SHEN2","1988-10-01 00:00","2100-01-01 00:00","89NV031003","89P0831","Nevada"
"34002","2120:MT:SCAN","2120","MT","SCAN","Sidney","GC","Richland","101000042503",2274,47.77102,-104.247,-7,"SISM8","2006-10-24 00:00","2100-01-01 00:00","S06MT083001","07N0157","Montana"
"31331","2086:MS:SCAN","2086","MS","SCAN","Silver City","GC","Humphreys","080302071705",115,33.0875,-90.51151,-6,"SILM6","2004-02-10 00:00","2100-01-01 00:00","S2004MS053001","04N0796","Mississippi"
"31220","756:OR:SNTL","756","OR","SNTL","Silver Creek","OR","Lake","171200050206",5740,42.95615,-121.18123,-8,"SVCO3","1979-10-01 00:00","2100-01-01 00:00","03OR037001","04N0392","Oregon"
"73395","1205:NV:SNTL","1205","NV","SNTL","Silver Creek Nv","UT","White Pine","160203010806",8200,39.23305,-114.2429,-8,"SILN2","2011-12-22 00:00","2100-01-01 00:00","S2014NV033004","15N0487","Nevada"
"32498","2101:HI:SCAN","2101","HI","SCAN","Silver Sword","GC","Hawaii","200100000401",9324,19.76505,-155.42348,-10,"SLVH1","2005-02-19 00:00","2100-01-01 00:00","S2005HI001004","05N0576","Hawaii"
"34782","759:OR:SNTL","759","OR","SNTL","Silvies","OR","Harney","171200030201",6990,42.75333,-118.68785,-8,"SLVO3","1978-10-01 00:00","2100-01-01 00:00","S2007OR025001","08N0355","Oregon"
"27193","926:ID:SNTL","926","ID","SNTL","Smiley Mountain","ID","Custer","170402180102",9520,43.72718,-113.83402,-8,"SMMI1","2001-09-19 00:00","2100-01-01 00:00","S2001ID037001","02N0083","Idaho"
"70945","1235:NV:SNTLT","1235","NV","SNTLT","Smith Creek","UT","Elko","160401030403",7588,40.4467,-115.5114,-8,"SMCN2","2013-06-27 00:00","2100-01-01 00:00","S2013NV007901","14N0336","Nevada"
"55510","764:WY:SNTL","764","WY","SNTL","Snake River Station","ID","Teton","170401010402",6920,44.13361,-110.66917,-8,"SKRW4","1989-10-01 00:00","2100-01-01 00:00","S11WY035001","11N8292","Wyoming"
"33088","767:OR:SNTL","767","OR","SNTL","Snow Mountain","OR","Harney","171200020501",6230,43.94885,-119.54013,-8,"SNWO3","1978-10-01 00:00","2100-01-01 00:00","04OR618077","05N0675","Oregon"
"73389","1208:NV:SNTL","1208","NV","SNTL","Snowstorm Mtn","UT","Elko","160401090203",7403,41.33981,-116.98044,-8,"SSMN2","2011-12-23 00:00","2100-01-01 00:00","S2014NV007043","15N0481","Nevada"
"52449","1132:WY:SNTL","1132","WY","SNTL","Soldier Park","MT","Johnson","100902060103",8720,44.34847,-107.0136,-8,"SLDW4","2010-08-06 00:00","2100-01-01 00:00","S2010WY033002","10N1323","Wyoming"
"33604","774:ID:SNTL","774","ID","SNTL","South Mtn.","ID","Owyhee","170501080205",6500,42.76478,-116.90037,-8,"SMTI1","1978-10-01 00:00","2100-01-01 00:00","S2006ID675001","06N1084","Idaho"
"28816","2047:MO:SCAN","2047","MO","SCAN","Spickard","GC","Audrain","102801021004",911,40.25,-93.71667,-6,"SPCM7","2001-09-19 00:00","2100-01-01 00:00","S2002MO079001","02N0175","Missouri"
"43934","1117:UT:SNTL","1117","UT","SNTL","Spirit Lk","UT","Daggett","140401060501",10235,40.83868,-110.00527,-8,"SPKU1","2009-10-01 00:00","2100-01-01 00:00","S09UT009001","10N0510","Utah"
"43991","2154:UT:SCAN","2154","UT","SCAN","Split Mountain","GC","Uintah","140600101102",4844,40.39136,-109.35326,-7,"SPMU1","2010-01-19 00:00","2100-01-01 00:00","1998MO039173","M9803908","Utah"
"59489","778:CA:SNTL","778","CA","SNTL","Spratt Creek","UT","Alpine","160502010107",6063,38.66627,-119.81741,-8,"SPCC1","1983-10-01 00:00","2100-01-01 00:00","S2011CA003002","12N8343","California"
"54826","781:MT:SNTL","781","MT","SNTL","Spur Park","MT","Judith Basin","100401030301",8100,46.77962,-110.62165,-8,"SPRM8","1966-10-01 00:00","2100-01-01 00:00","S2010MT059002","11N0167","Montana"
"73387","1203:NV:SNTL","1203","NV","SNTL","Stag Mountain","UT","Elko","170501020101",7640,41.408,-115.4464,-8,"STGN2","2011-12-23 00:00","2100-01-01 00:00","S2014NV007032","15N0479","Nevada"
"27794","2056:AL:SCAN","2056","AL","SCAN","Stanley Farm","GC","Morgan","060300020605",635,34.43333,-86.68333,-6,"STAA1","2002-02-23 00:00","2100-01-01 00:00","S2002AL103002","02N0380","Alabama"
"27795","2064:MS:SCAN","2064","MS","SCAN","Starkville","GC","Oktibbeha","031601040507",340,33.47094,-88.78051,-6,"STKM6","1999-09-17 00:00","2100-01-01 00:00","S02MS-105-001","02N0381","Mississippi"
"35228","798:WY:SNTL","798","WY","SNTL","Sucker Creek","MT","Sheridan","100901010203",8880,44.72279,-107.40035,-8,"SUCW4","1978-10-01 00:00","2100-01-01 00:00","S2008WY003003","08N0630","Wyoming"
"70257","2179:AL:SCAN","2179","AL","SCAN","Sudduth Farms","GC","Winston","031601100303",772,34.17973,-87.45618,-6,"SUDA1","2010-04-14 00:00","2100-01-01 00:00","S10AL133001","10N1243","Alabama"
"34379","955:AK:SNTL","955","AK","SNTL","Summit Creek","AK","Kenai Peninsula","190203020401",1400,60.61713,-149.53128,-9,"SUUA2","1988-10-01 00:00","2100-01-01 00:00","S2007AK001005","08N0087","Alaska"
"59490","1052:CA:SNTL","1052","CA","SNTL","Summit Meadow","UT","Mono","160503020203",9313,38.39747,-119.53522,-8,"SDWC1","2003-10-01 00:00","2100-01-01 00:00","S2011CA051001","12N8344","California"
"70941","1249:UT:SNTL","1249","UT","SNTL","Sunflower Flat","UT","Garfield","140700030406",10018,38.048,-111.33981,-8,"SFFU1","2013-10-23 00:00","2100-01-01 00:00","S2013UT017001","14N0332","Utah"
"33669","967:AK:SNTL","967","AK","SNTL","Susitna Valley High","AK","Matanuska-Susitna","190205050105",375,62.13333,-150.04167,-9,"SUVA2","1986-10-01 00:00","2100-01-01 00:00","S2006AK002011","07N0169","Alaska"
"70942","1248:UT:SNTL","1248","UT","SNTL","Suu Ranch","UT","Iron","160300060306",8050,37.59711,-112.92949,-8,"SURU1","2013-10-01 00:00","2100-01-01 00:00","S2013UT021001","14N0333","Utah"
"34591","808:MT:SCAN","808","MT","SCAN","Table Mountain","GC","Gallatin","100200071505",4474,45.80272,-111.58655,-7,"TABM8","1986-09-30 00:00","2100-01-01 00:00","S07MT031001","08N0151","Montana"
"29371","810:OR:SNTL","810","OR","SNTL","Taylor Butte","OR","Klamath","180102020606",5030,42.69108,-121.42592,-8,"TYBO3","1978-10-01 00:00","2100-01-01 00:00","02OR035009","03N0252","Oregon"
"73390","1201:NV:SNTLT","1201","NV","SNTLT","Tent Mtn Upper","UT","Elko","160401010704",8333,40.96535,-115.16458,-8,"TMUN2","2011-12-23 00:00","2100-01-01 00:00","S2014NV007044","15N0482","Nevada"
"34792","817:WA:SNTL","817","WA","SNTL","Thunder Basin","OR","Skagit","171100050702",4320,48.52753,-120.9895,-8,"THBW1","1987-09-30 00:00","2100-01-01 00:00","S2005WA057106","08N0317","Washington"
"18823","2008:NC:SCAN","2008","NC","SCAN","Tidewater #1","GC","Washington","030102050103",20,35.86667,-76.65,-5,"TIDN7","1993-10-01 00:00","2100-01-01 00:00","91NC187001","92P0200","North Carolina"
"31328","821:OR:SNTL","821","OR","SNTL","Tipton","OR","Baker","170502020101",5150,44.65567,-118.42617,-8,"TIPO3","1978-10-01 00:00","2100-01-01 00:00","03OR001001","04N0767","Oregon"
"30981","2082:MS:SCAN","2082","MS","SCAN","Tnc Fort Bayou","GC","Jackson","031700090604",43,30.4712,-88.74162,-6,"TFBM6","2003-11-04 00:00","2100-01-01 00:00","03MS059001","04N0218","Mississippi"
"40630","1136:NV:SNTL","1136","NV","SNTL","Toe Jam","UT","Elko","160401060202",7690,41.3187,-116.3408,-8,"TJMN2","2009-10-01 00:00","2100-01-01 00:00","S2009NV007001","09N1042","Nevada"
"69933","822:WY:SNTL","822","WY","SNTL","Togwotee Pass","MT","Teton","100800010201",9580,43.74902,-110.0578,-8,"TOGW4","1960-10-01 00:00","2100-01-01 00:00","S2013WY039001","13N96802","Wyoming"
"29389","2080:AK:SNTL","2080","AK","SNTL","Tok","AK","Southeast Fairbanks","190803020903",1630,63.3532,-142.98164,-9,"TOSA2","2002-10-01 00:00","2100-01-01 00:00","S2002AK174002","02N1036","Alaska"
"33670","1089:AK:SNTL","1089","AK","SNTL","Tokositna Valley","AK","Matanuska-Susitna","190205020903",850,62.63,-150.77617,-9,"TKVA2","2005-10-01 00:00","2100-01-01 00:00","S2006AK002012","07N0170","Alaska"
"40634","1113:UT:SNTL","1113","UT","SNTL","Tony Grove RS","UT","Cache","160102030304",6332,41.88573,-111.56918,-8,"TGSU1","2009-10-01 00:00","2100-01-01 00:00","S2009UT005001","09N1046","Utah"
"19540","2018:WY:SCAN","2018","WY","SCAN","Torrington #1","GC","Goshen","101800090503",4280,42.06667,-104.13333,-7,"TRGW4","1993-10-21 00:00","2100-01-01 00:00","92WY015000","92P0916","Wyoming"
"30395","824:WA:SNTL","824","WA","SNTL","Touchet","OR","Columbia","170701020303",5530,46.11868,-117.8505,-8,"TOHW1","1979-10-01 00:00","2100-01-01 00:00","03WA013001","03N0923","Washington"
"52447","826:WY:SNTL","826","WY","SNTL","Townsend Creek","MT","Fremont","100800030203",8700,42.69525,-108.89572,-8,"TWNW4","1979-10-01 00:00","2100-01-01 00:00","S2010WY077001","10N1354","Wyoming"
"69887","1083:NM:SNTL","1083","NM","SNTL","Tres Ritos","CO","Taos","130201010903",8755,36.1279,-105.52706,-8,"TREN5","2006-09-01 00:00","2100-01-01 00:00","S2012NM055002","13N0509","New Mexico"
"31755","2142:NV:SCAN","2142","NV","SCAN","Trough Springs","GC","Clark","160600150101",7846,36.37355,-115.78127,-8,"TRUN2","2007-10-28 00:00","2100-01-01 00:00","04NV003009","05N0127","Nevada"
"70321","834:CA:SNTL","834","CA","SNTL","Truckee #2","UT","Placer","160501020204",6509,39.30087,-120.18407,-8,"TRUC1","1980-10-01 00:00","2100-01-01 00:00","S11CA061001","12N7847","California"
"43927","2163:UT:SCAN","2163","UT","SCAN","Tule Valley","GC","Millard","160203030103",4592,39.23724,-113.45866,-7,"TULU1","2010-03-08 00:00","2100-01-01 00:00","S2009UT027001","10N0503","Utah"
"24682","2034:MS:SCAN","2034","MS","SCAN","Tunica","GC","Tunica","080302040801",260,34.6764,-90.41142,-6,"TNAM6","1999-09-17 00:00","2100-01-01 00:00","99MS143001","99P0648","Mississippi"
"33155","2115:AL:SCAN","2115","AL","SCAN","Tuskegee","GC","Macon","031501100503",400,32.43455,-85.74802,-6,"TKSA1","2006-05-18 00:00","2100-01-01 00:00","S2006AL087001","06N0790","Alabama"
"31334","2083:AR:SCAN","2083","AR","SCAN","Uapb Campus-PB","GC","Jefferson","111102070605",232,34.25188,-92.02632,-6,"UAPA4","2004-02-05 00:00","2100-01-01 00:00","04AR069001","04N0824","Arkansas"
"32242","2091:AR:SCAN","2091","AR","SCAN","Uapb Dewitt","GC","Arkansas","080203030104",197,34.27788,-91.35017,-6,"DWTA4","2004-05-06 00:00","2100-01-01 00:00","S2004AR001001","05N0215","Arkansas"
"32243","2090:AR:SCAN","2090","AR","SCAN","Uapb Point Remove","GC","Pope","111102030304",315,35.20842,-92.92462,-6,"POIA4","2004-05-04 00:00","2100-01-01 00:00","S2004AR115001","05N0216","Arkansas"
"24684","2030:AR:SCAN","2030","AR","SCAN","Uapb-Lonoke Farm","GC","Lonoke","080203010401",250,34.85,-91.88333,-6,"LNKA4","1999-09-16 00:00","2100-01-01 00:00","99AR085001","99P0650","Arkansas"
"31335","2084:AR:SCAN","2084","AR","SCAN","Uapb-Marianna","GC","Lee","080203040301",217,34.7849,-90.81769,-6,"UAMA4","2004-02-06 00:00","2100-01-01 00:00","04AR077001","04N0825","Arkansas"
"34003","2123:VI:SCAN","2123","VI","SCAN","Upper Bethlehem","GC","St. Croix","210200020203",110,17.71833,-64.79518,-4,"UBEV3","2006-11-14 00:00","2100-01-01 00:00","S07VI010001","07N0158",NA
"69938","1227:UT:SNTL","1227","UT","SNTL","Upper Joes Valley","UT","Emery","140600090201",8596,39.4155,-111.2491,-8,"UJVU1","2012-10-01 00:00","2100-01-01 00:00","S2012UT015001","13N57545","Utah"
"33676","1090:AK:SNTL","1090","AK","SNTL","Upper Nome Creek","AK","Yukon-Koyukuk","190804020304",2520,65.3671,-146.592,-9,"UNCA2","2005-10-01 00:00","2100-01-01 00:00","S2006AK002018","07N0176","Alaska"
"43785","1141:CO:SNTL","1141","CO","SNTL","Upper Taylor","CO","Gunnison","140200010101",10717,38.99071,-106.74504,-8,"UPTC2","2009-08-26 00:00","2100-01-01 00:00","S09CO051001","10N0432","Colorado"
"34375","1055:AK:SNTL","1055","AK","SNTL","Upper Tsaina River","AK","Valdez-Cordova","190201040203",1750,61.19112,-145.64807,-9,"UPPA2","2002-10-01 00:00","2100-01-01 00:00","S2007AK001001","08N0083","Alaska"
"70325","1137:NV:SNTL","1137","NV","SNTL","Vacarro Springs","UT","Eureka","160600051503",7890,39.4495,-115.9834,-8,"VCSN2","2011-10-01 00:00","2100-01-01 00:00","S11NV033003","12N7851","Nevada"
"69885","1017:NM:SNTL","1017","NM","SNTL","Vacas Locas","CO","Rio Arriba","130202020102",9364,36.02653,-106.81361,-8,"VACN5","2001-10-01 00:00","2100-01-01 00:00","S2012NM043002","13N0507","New Mexico"
"26907","979:ID:SNTL","979","ID","SNTL","Van Wyck","ID","Washington","170501240902",4920,44.37665,-116.3366,-8,"VWGI1","2000-10-01 00:00","2100-01-01 00:00","S2001ID087001","01N0939","Idaho"
"24683","2035:MS:SCAN","2035","MS","SCAN","Vance","GC","Tallahatchie","080302020505",150,34.06301,-90.35843,-6,"VNCM6","1999-09-17 00:00","2100-01-01 00:00","99MS135001","99P0649","Mississippi"
"40638","2162:UT:SCAN","2162","UT","SCAN","Vermillion","GC","Kane","140700070405",6392,37.19061,-112.19252,-7,"VMLU1","2010-04-13 00:00","2100-01-01 00:00","S2009UT025001","09N1050","Utah"
"34000","2118:MT:SCAN","2118","MT","SCAN","Violett","GC","Liberty","100302040502",3225,48.43578,-111.18423,-7,"VIOM8","2006-10-20 00:00","2100-01-01 00:00","S06MT051001","07N0155","Montana"
"66105","846:CA:SNTL","846","CA","SNTL","Virginia Lakes Ridge","UT","Mono","160503010103",9400,38.07298,-119.23433,-8,"VGAC1","1978-10-01 00:00","2100-01-01 00:00","S2010CA051001","11N0373","California"
"17217","2003:WI:SCAN","2003","WI","SCAN","Wabeno #1","GC","Forest","040301050401",1580,45.46667,-88.58333,-6,"WABW3","1993-10-01 00:00","2100-01-01 00:00","S1990WI041006","90P0902","Wisconsin"
"32499","2099:HI:SCAN","2099","HI","SCAN","Waimea Plain","GC","Hawaii","200100000201",3039,20.0096,-155.5979,-10,"WPLH1","2005-02-17 00:00","2100-01-01 00:00","S2005HI001005","05N0577","Hawaii"
"18824","2009:FL:SCAN","2009","FL","SCAN","Wakulla #1","GC","Leon","031200010702",150,30.3,-84.41667,-5,"WAKF1","1993-10-01 00:00","2100-01-01 00:00","91FL073001","92P0201","Florida"
"24357","2026:AZ:SCAN","2026","AZ","SCAN","Walnut Gulch #1","GC","Cochise","150502020707",4500,31.73333,-110.05,-7,"WGHA3","1999-03-19 00:00","2100-01-01 00:00","99AZ003001","99P0323","Arizona"
"32241","848:CA:SNTL","848","CA","SNTL","Ward Creek #3","UT","Placer","160501010403",6745,39.13545,-120.21865,-8,"WRDC1","1979-10-01 00:00","2100-01-01 00:00","04CA017008","05N0026","California"
"19305","2013:GA:SCAN","2013","GA","SCAN","Watkinsville #1","GC","Oconee","030701010305",770,33.88333,-83.43333,-5,"WKSG1","1993-10-01 00:00","2100-01-01 00:00","92GA219001","92P0682","Georgia"
"73381","853:UT:SNTL","853","UT","SNTL","Webster Flat","UT","Iron","150100080101",9203,37.575,-112.90155,-8,"WFLU1","1980-07-22 00:00","2100-01-01 00:00","S2014UT021002","15N0473","Utah"
"70256","2175:AL:SCAN","2175","AL","SCAN","Wedowee","GC","Randolph","031501080906",934,33.33168,-85.51818,-6,"WEDA1","2010-04-10 00:00","2100-01-01 00:00","S10AL111001","10N1242","Alabama"
"59485","854:NM:SNTL","854","NM","SNTL","Wesner Springs","CO","San Miguel","130600010802",11151,35.77584,-105.54337,-8,"WSSN5","1988-10-01 00:00","2100-01-01 00:00","S2011NM047000","12N0030","New Mexico"
"34634","2139:UT:SCAN","2139","UT","SCAN","West Summit","GC","San Juan","140300050503",6993,38.01394,-109.12745,-7,"WSMU1","2007-09-18 00:00","2100-01-01 00:00","S07UT037003","08N0141","Utah"
"66103","1147:NV:SNTL","1147","NV","SNTL","Wheeler Peak","UT","White Pine","160203010801",10060,39.00995,-114.31021,-8,"WHPN2","2010-10-01 00:00","2100-01-01 00:00","S10NV033001","11N0371","Nevada"
"39521","862:MT:SNTL","862","MT","SNTL","White Mill","MT","Park","100700060202",8700,45.04575,-109.90987,-8,"WHTM8","1966-10-01 00:00","2100-01-01 00:00","S08MT067-001","09N0215","Montana"
"73392","1213:NV:SNTL","1213","NV","SNTL","White River Nv","UT","White Pine","150100110302",7367,38.94557,-115.37922,-8,"WHRN2","2011-12-23 09:00","2100-01-01 00:00","S2014NV033001","15N0484","Nevada"
"59480","867:ID:SNTL","867","ID","SNTL","Wildhorse Divide","ID","Bannock","170402080504",6490,42.75743,-112.47783,-8,"WHDI1","1979-10-01 00:00","2100-01-01 00:00","S11ID005001","12N8356","Idaho"
"30946","2108:NM:SCAN","2108","NM","SCAN","Willow Wells","GC","Lea","120800040101",4537,33.53382,-103.63097,-7,"WILN5","2005-03-12 00:00","2100-01-01 00:00","S2004NM025002","04N0400","New Mexico"
"31132","871:ID:SNTL","871","ID","SNTL","Wilson Creek","ID","Twin Falls","170402130202",7120,42.01257,-115.00278,-8,"WLCI1","1989-10-01 00:00","2100-01-01 00:00","S2003ID083001","04N0413","Idaho"
"69946","1228:UT:SNTL","1228","UT","SNTL","Wrigley Creek","UT","Sanpete","140600090303",9327,39.13233,-111.35685,-8,"WRIU1","2012-10-01 00:00","2100-01-01 00:00","S2012UT039002","13N57553","Utah"
"27978","2053:AL:SCAN","2053","AL","SCAN","Wtars","GC","Madison","060300020306",625,34.9,-86.53333,-6,"WTAA1","2002-02-04 00:00","2100-01-01 00:00","S2002AL089001","02N0183","Alabama"
"69939","1197:UT:SNTL","1197","UT","SNTL","Yankee Reservoir","UT","Iron","160300060202",8692,37.74797,-112.77495,-8,"YKEU1","2012-10-01 00:00","2100-01-01 00:00","S2012UT021001","13N57546","Utah"
NA,"483:OR:SNTL","483","OR","SNTL","Fourmile Lake","OR","Klamath","180102030202",5970,42.43933,-122.2288,-8,"FRLO3","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Oregon"
NA,"656:MT:SNTL","656","MT","SNTL","Mule Creek","MT","Beaverhead","100200041303",8300,45.40957,-112.95927,-8,"MULM8","1977-10-01 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"1277:CA:SNTL","1277","CA","SNTL","Fredonyer Peak","UT","Lassen","180800030304",7208,40.68799,-120.60805,-8,"FPKC1","2016-10-07 00:00","2100-01-01 00:00",NA,NA,"California"
NA,"301:CA:SNTL","301","CA","SNTL","Adin Mtn","OR","Modoc","180200021403",6190,41.23583,-120.79192,-8,"ADMC1","1983-10-01 00:00","2100-01-01 00:00",NA,NA,"California"
NA,"2235:CA:SCAN","2235","CA","SCAN","Adobe","GC","Mono","180901010607",6500,37.97787,-118.68626,-8,NA,"2023-09-27 00:00","2100-01-01 00:00",NA,NA,"California"
NA,"907:UT:SNTL","907","UT","SNTL","Agua Canyon","UT","Kane","160300020301",8900,37.52217,-112.27118,-8,"AGUU1","1994-10-01 00:00","2100-01-01 00:00",NA,NA,"Utah"
NA,"2237:CA:SCAN","2237","CA","SCAN","Alabama Hills","GC","Inyo","180901030207",5230,36.56295,-118.13562,-8,NA,"2023-09-28 00:00","2100-01-01 00:00",NA,NA,"California"
NA,"916:MT:SNTL","916","MT","SNTL","Albro Lake","MT","Madison","100200050701",8300,45.59723,-111.95902,-8,"ABRM8","1996-09-01 00:00","2100-01-01 00:00",NA,NA,"Montana"
NA,"488:AZ:SNTL","488","AZ","SNTL","Fry","CO","Coconino","150602020501",7236,35.07356,-111.84477,-8,"FRYA3","1978-10-01 00:00","2100-01-01 00:00",NA,NA,"Arizona"
NA,"1267:AK:SNTL","1267","AK","SNTL","Alexander Lake","AK","Matanuska-Susitna","190205051106",160,61.74967,-150.88967,-9,"ALXA2","2014-08-28 00:00","2100-01-01 00:00",NA,NA,"Alaska"
NA,"370:ID:SNTL","370","ID","SNTL","Brundage Reservoir","ID","Adams","170602100104",6250,45.04315,-116.13253,-8,"BRRI1","1985-10-01 00:00","2100-01-01 00:00",NA,NA,"Idaho"
NA,"489:ID:SNTL","489","ID","SNTL","Galena","ID","Blaine","170402190101",7470,43.87722,-114.6725,-8,"GLNI1","1979-10-01 00:00","2100-01-01 00:00",NA,NA,"Idaho"
